Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating,id
Wards of Faerie,7.99,Books > Literature & Fiction > Fiction > Action & Adventure,"Brooks, Terry",5523482,448.0,Random House,English,7.00 x 4.25 x 1.25 Inches,,,641
If I Live,14.32,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","Blackstock, Terri",310332540,331.0,Harpercollins Christian Pub,English,8.25 x 5.25 x 0.75 Inches,,,642
Father Brown,23.45,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",G K Chesterton,1785297112,1.0,BBC Books,English,5.50 x 5.50 x 1.00 Inches (US),,,643
Lost Boy ,8.87,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,Christina Henry,399584021,304.0,BerkleyPenguin Publishing Group,,,,,644
HAVE YOU MET NORA? -- AA,9.91,Books > Literature & Fiction > Fiction > Contemporary Women,"BLADES, NICOLE",1496704614,320.0,Kensington Pub Corp,English,8.25 x 5.50 x 1.00 Inches,,,645
Dark Tide Onslaught,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,"Stackpole, Michael A.",5428541,304.0,Random House,English,6.75 x 4.00 x 0.75 Inches,,,646
Rules of Civility ,10.41,Books > Literature & Fiction > Fiction > Literary,Amor Towles,3121161,368.0,Penguin BooksPenguin Publishing Group,English,,,5.0,647
16th Seduction,13.06,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",James Patterson,1455542660,384.0,Grand Central Publishing,English,8.00 x 5.25 x 1.00 Inches (US),,,648
JOB,7.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 7033 >  > in > Books > # > 53 >  > in > Books > Mystery & Suspense > # > 14 >  > in > Books > Mystery & Suspense > Women Sleuths","EVANOVICH, JANET",5543137,336.0,Random House,English,7.00 x 4.25 x 1.00 Inches,,,649
Smokin' Seventeen,7.54,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 3934 >  > in > Books > # > 24 >  > in > Books > Mystery & Suspense > # > 7 >  > in > Books > Mystery & Suspense > Women Sleuths",Janet Evanovich,5527707,336.0,Bantam Dell,English,7.00 x 4.25 x 1.00 Inches,,5.0,650
Heretics of Dune,8.78,Books > Literature & Fiction > Fiction > Classics,Frank Herbert,1328001,480.0,AcePenguin Publishing Group,English,6.88 x 4.13 x 1.06 Inches (US),,5.0,651
The Dragon Reborn,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 9772 >  > in > Books > # > 907 >  > in > Books > Literature & Fiction > # > 77 >  > in > Books > Literature & Fiction > Fantasy,"Jordan, Robert",2513712,699.0,Tor Books,English,6.75 x 4.25 x 1.50 Inches,,5.0,652
Ramses the Damned,9.26,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,"Rice, AnneRice, Christopher",1101970324,400.0,Random House Inc,English,8.00 x 5.00 x 0.75 Inches,,,653
A Great Reckoning,13.89,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional",Louise Penny,22113,400.0,St. Martin's PressMinotaur Books,,209.30 x 139.45 x 28.07 Millimeters,,,654
Feverborn,7.19,Books > Literature & Fiction > Fiction > Romance > Fantasy,"Moning, Karen Marie",246431,453.0,Random House,English,7.00 x 4.25 x 1.25 Inches,,,655
The Murder of Roger Ackroyd,8.07,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional > Best seller ranking: > # > 12691 >  > in > Books > # > 124 >  > in > Books > Mystery & Suspense > # > 2 >  > in > Books > Mystery & Suspense > Traditional British","Christie, Agatha",2073568,286.0,HarperCollins,English,8.50 x 5.50 x 1.00 Inches,,,656
Ice Run,13.46,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Hard-Boiled",Steve Hamilton,125004250X,320.0,St. Martin's PressMinotaur Books,English,8.16 x 144.78 x 22.10 Inches (US),,,657
Trail of Evil,8.91,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Travis S Taylor,6781402,528.0,Baen,English,6.75 x 104.78 x 1.10 Inches (US),,,658
Sabotaged,8.46,Books > Literature & Fiction > Fiction > Romance > Suspense,"Pettrey, Dani",076421196X,325.0,Baker Pub Group,English,8.50 x 5.50 x 0.75 Inches,,5.0,659
Haven ,7.83,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",Kay Hooper,5153719,368.0,BerkleyPenguin Publishing Group,English,,,,660
Empire Games,13.58,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Charles Stross,765337592,336.0,Tom Doherty AssociatesTor Books,English,8.25 x 139.70 x 23.62 Inches (US),,,661
"Murder, She Wrote",7.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Traditional",Donald Bain Jessica Fletcher,1232770,288.0,BerkleyPenguin Publishing Group,English,,,,662
Brooklyn,7.99,Books > Literature & Fiction > Fiction > Literary,Colm Toibin,9138317,272.0,Scribner,English,8.44 x 5.62 x 25.40 Inches (US),,5.0,663
Edge of Darkness,6.58,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Karen Rose,399583084,640.0,BerkleyPenguin Publishing Group,English,6.75 x 4.19 x 1.28 Inches (US),,,664
NEVER DARE A DRAGON,5.42,Books > Literature & Fiction > Fiction > Romance > Paranormal,"CHASE, ASHLYN",149264546X,352.0,Sourcebooks Inc,English,6.75 x 4.25 x 0.75 Inches,,,665
FIRST FAMILY,10.18,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",David Baldacci,653974X,656.0,Grand Central Publishing,English,7.50 x 4.25 x 1.50 Inches (US),,,666
CHILL FACTOR,8.95,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense > Best seller ranking: > # > 18674 >  > in > Books > # > 209 >  > in > Books > Mystery & Suspense > # > 23 >  > in > Books > Mystery & Suspense > Suspense",Sandra Brown,3466779,560.0,Pocket Books,English,190.50 x 104.78 x 1.20 Millimeters,,,667
The Magicians Trilogy Boxed Set ,33.45,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic > Best seller ranking: > # > 4395 >  > in > Books > # > 335 >  > in > Books > Literature & Fiction > # > 33 >  > in > Books > Literature & Fiction > Fantasy,Lev Grossman,7517381,1280.0,Penguin BooksPenguin Publishing Group,English,8.70 x 5.70 x 3.10 Inches (US),,5.0,668
The Outsiders,19.02,Books > Literature & Fiction > Fiction > General > Best seller ranking: > # > 42872 >  > in > Books > # > 79 >  > in > Books > Audiobooks > # > 9 >  > in > Books > Audiobooks > Children's Fiction,"Hinton, S. E.Fyfe, Jim",073933901X,,Listening Library,English,5.25 x 6.00 x 1.00 Inches,,5.0,669
Pulse,15.53,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense",Felix Francis,399574735,384.0,Penguin Publishing GroupG.P. Putnam's Sons,English,9.38 x 6.25 x 1.25 Inches (US),,,670
Blood Fury ,16.9,Books > Literature & Fiction > Fiction > Romance > Paranormal,J.R. Ward,451475348,432.0,Ballantine BooksRandom House Publishing Group,English,9.00 x 6.00 x 1.09 Inches (US),,,671
Ready Player One (Movie Tie-In),7.48,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,"CLINE, ERNEST",804190143,608.0,Random House,English,4.18 x 7.50 x 8.00 Inches,,,672
The Hobbit,16.26,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,J.R.R. Tolkien,4045527,320.0,Houghton Mifflin Harcourt,English,5.88 x 107.95 x 18.34 Inches (US),,4.0,673
SUN ALSO RISES,9.24,Books > Literature & Fiction > Fiction > Literary > Best seller ranking: > # > 6474 >  > in > Books > # > 555 >  > in > Books > Literature & Fiction > # > 40 >  > in > Books > Literature & Fiction > Literary,Ernest Hemingway,3297337,256.0,Scribner,English,203.20 x 5.25 x 15.24 Millimeters,,,674
"DARK TOWER I (MTI), THE",8.3,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Dark Fantasy,Stephen King,1166111,384.0,Pocket Books,English,190.50 x 104.78 x 25.40 Millimeters,,,675
Three Plums in One,18.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 139772 >  > in > Books > # > 153 >  > in > Books > Miscellaneous",Janet Evanovich,3216394,800.0,Scribner,English,9.25 x 155.57 x 2.20 Inches (US),,5.0,676
BREATHLESS AA,5.98,Books > Literature & Fiction > Fiction > Romance > African American,"JENKINS, BEVERLY",2389023,384.0,HarperCollins,English,6.75 x 4.00 x 1.00 Inches,,,677
Interview With the Vampire,7.97,Books > Literature & Fiction > Fiction > Horror > Best seller ranking: > # > 16031 >  > in > Books > # > 168 >  > in > Books > Mystery & Suspense > # > 25 >  > in > Books > Mystery & Suspense > General,"Rice, Anne",5337664,346.0,Random House,English,6.75 x 4.25 x 1.25 Inches,,5.0,678
The Fast and the Furriest,6.15,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Cozy",Sofie Ryan,1101991224,304.0,BerkleyPenguin Publishing Group,English,,,,679
A Fighting Chance,8.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,William C. Dietz,042525612X,368.0,AcePenguin Publishing Group,English,,,,680
The Adventures of Indiana Jones,16.07,Books > Literature & Fiction > Fiction > Action & Adventure,"MacGregor, Rob Kahn, James Black, Campbell",5501275,602.0,Random House Inc,English,6.25 x 9.25 x 1.25 Inches,,,681
Dirk Gently's Holistic Detective Agency,9.12,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure,Douglas Adams,6782998,272.0,Gallery Books,English,8.38 x 139.70 x 15.24 Inches (US),,4.0,682
KEEP ME SAFE,5.83,Books > Literature & Fiction > Fiction > Romance > Suspense,"BANKS, MAYA",2495877,384.0,HarperCollins,English,6.75 x 4.25 x 1.00 Inches,,,683
The Monster Hunter Files,19.04,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,"Correia, Larry",1481482750,336.0,Baen,English,9.25 x 155.57 x 25.40 Inches (US),,,684
Double Fudge Brownie Murder,7.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 13107 >  > in > Books > # > 652 >  > in > Books > ARCHIVE > # > 172 >  > in > Books > ARCHIVE > Books Misc","Fluke, Joanne",8280417,387.0,Kensington Pub Corp,English,6.75 x 4.00 x 1.00 Inches,,,685
Someone to Hold,7.19,Books > Literature & Fiction > Fiction > Romance > Historical,Mary Balogh,147780X,400.0,BerkleyPenguin Publishing Group,English,6.88 x 4.13 x 1.07 Inches (US),,,686
Zoo II,4.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Action & Adventure > Best seller ranking: > # > 6300 >  > in > Books > # > 307 >  > in > Books > ARCHIVE > # > 79 >  > in > Books > ARCHIVE > Books Misc,"Patterson, James DiLallo, Max",316317128,146.0,Little Brown &amp; Co,,,,4.8,687
Sunburn,20.29,Books > Mother's Day Books > Mother's Day Literature & Fiction Books,"Lippman, Laura",62389920,292.0,HarperCollins,English,9.50 x 6.25 x 1.00 Inches,,,688
The Mistletoe Promise,25.0,Books > Literature & Fiction > Fiction > Holidays,Richard Paul Evans,1442372680,368.0,Simon &amp; Schuster Audio,English,5.88 x 5.12 x 20.32 Inches (US),,,689
Is It Wrong to Try to Pick Up Girls in a Dungeon?,11.97,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Fujino Omori,6394173,384.0,Yen PressYen On,English,8.25 x 5.50 x 1.00 Inches (US),,,690
Past Perfect,12.26,Books > Literature & Fiction > Fiction > Contemporary Women,"Steel, Danielle",1101883979,282.0,Random House Inc,English,9.75 x 6.50 x 1.25 Inches,,,691
A Certain Magical Index,13.26,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Kazuma Kamachi,316442704,192.0,Yen PressYen On,English,,,,692
Empire and Honor,9.17,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Military","GRIFFIN, W. E. B.",5153237,672.0,Penguin Group USA,English,7.75 x 4.25 x 1.50 Inches,,,693
The Quantum Spy,14.11,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Espionage","Ignatius, David",393254151,323.0,W W Norton &amp; Co Inc,English,9.50 x 6.50 x 1.50 Inches,,,694
Family Jewels,8.65,Books > Literature & Fiction > Fiction > Action & Adventure,Stuart Woods,1477244,352.0,Penguin Publishing GroupG.P. Putnam's Sons,English,,,,695
Mississippi Blood,22.88,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Iles, Greg",2644009,1207.0,Harpercollins,English,6.25 x 9.25 x 2.00 Inches,,,696
Dick and Jane,3.99,Books > Children's & Kids' Books > Leveled Readers > Beginner > Best seller ranking: > # > 3525 >  > in > Books > # > 275 >  > in > Books > Literature & Fiction > # > 54 >  > in > Books > Literature & Fiction > General,Penguin Young Readers,843404X,32.0,Penguin Young ReadersPenguin Young Readers Group,English,,,5.0,697
Fatal Identity,7.19,Books > Literature & Fiction > Fiction > Romance > Contemporary,"Force, Marie",3789959,391.0,Harlequin Books,English,6.75 x 4.25 x 1.25 Inches,,,698
PRIVATE VEGAS,9.94,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Crime",James Patterson Maxine Paetro,5515932,416.0,VisionGrand Central Publishing,English,7.62 x 4.12 x 1.12 Inches (US),,,699
The Hobbit,22.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,J.R.R. Tolkien,417422X,384.0,Houghton Mifflin Harcourt,English,9.25 x 177.80 x 30.02 Inches (US),,5.0,700
Air Bound,7.97,Books > Literature & Fiction > Fiction > Romance > Paranormal > Best seller ranking: > # > 8131 >  > in > Books > # > 730 >  > in > Books > Literature & Fiction > # > 142 >  > in > Books > Literature & Fiction > General,"Feehan, Christine",5154639,388.0,Berkley Pub Group,English,6.75 x 4.25 x 1.25 Inches,,5.0,701
Lincoln in the Bardo,25.24,Books > Literature & Fiction > Fiction > Historical,"Saunders, George",553397575,,Random House,English,6.00 x 5.25 x 1.00 Inches,,,702
The Store,22.56,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",James Patterson,031639548X,352.0,"Little, Brown and Company",English,9.50 x 6.50 x 1.25 Inches,,,703
Lightning,7.48,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Time Travel,Dean Koontz,5192035,384.0,BerkleyPenguin Publishing Group,English,,,4.5,704
A Casualty of War,15.59,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Historical","Todd, Charles",62687964,525.0,HarperCollins,English,9.00 x 6.00 x 1.25 Inches,,,705
The Bonehunters,4.84,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,"Erikson, Steven",5348833,1229.0,Tor Books,English,6.75 x 4.25 x 2.00 Inches,,,706
BEYOND DANGER,7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","MARTIN, KAT",1420143174,384.0,ZebraKensington,,,,,707
Beyond the Highland Mist,7.99,Books > Literature & Fiction > Fiction > Romance > Historical > Best seller ranking: > # > 16521 >  > in > Books > # > 439 >  > in > Books > Romance > # > 80 >  > in > Books > Romance > General,"Moning, Karen Marie",234803,375.0,Random House,English,6.75 x 4.25 x 1.25 Inches,,,708
Sherlock,13.23,Books > Literature & Fiction > Fiction > Classics,Arthur Conan Doyle,1849907617,276.0,BBC Books,English,8.00 x 5.00 x 0.70 Inches (US),,,709
The Life We Bury,10.84,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Eskens, Allen",2834319,459.0,Christian Large Print,English,8.50 x 5.75 x 1.00 Inches,,,710
Pacific Rim,6.9,Books > Literature & Fiction > Fiction > Media Tie-Ins,"Irvine, Alex",1166787,339.0,Random House,English,7.00 x 4.25 x 1.00 Inches,,,711
Angels of Darkness,12.94,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General,Gav Thorpe,1849708657,288.0,Games Workshop,English,7.80 x 129.54 x 20.32 Inches (US),,,712
SPOTLIGHT,6.79,Books > Literature & Fiction > Fiction > Romance > Contemporary,"ROBERTS, NORA",373282451,400.0,Harlequin Books,English,7.60 x 4.10 x 1.00 Inches,,,713
The Keeper of Lost Things,10.84,Books > Literature & Fiction > Fiction > General,"Hogan, Ruth",62473557,274.0,HarperCollins,English,7.75 x 5.50 x 0.50 Inches,,,714
Saga 1,8.92,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > General > Best seller ranking: > # > 10178 >  > in > Books > # > 952 >  > in > Books > Literature & Fiction > # > 148 >  > in > Books > Literature & Fiction > Comics & Graphic Novels,"Staples, Fiona Vaughan, Brian K.",7066010,160.0,Diamond Comic Distributors,English,6.50 x 10.25 x 0.50 Inches,,5.0,715
Hannibal Rising,7.19,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Harris, Thomas",044024286X,368.0,Random House,English,7.00 x 4.25 x 1.00 Inches,,,716
Burned,7.08,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General",Carol Higgins Clark,3476661,384.0,Pocket Star,English,6.75 x 4.19 x 22.86 Inches (US),,,717
The Mating Season,4.07,Books > Literature & Fiction > Fiction > Romance > Contemporary,Laurie Horowitz,6551620,160.0,"BookShotsLittle, Brown and Company",English,,,,718
"Murder, She Wrote",7.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Donald Bain Jessica Fletcher,1184916,288.0,BerkleyPenguin Publishing Group,English,,,,719
The Ocean at the End of the Lane,6.48,Books > Literature & Fiction > Fiction > Literary,"Gaiman, Neil",2459362,241.0,HarperCollins,English,7.00 x 4.00 x 0.50 Inches,,,720
A is for Alibi,7.34,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths > Best seller ranking: > # > 13578 >  > in > Books > # > 133 >  > in > Books > Mystery & Suspense > # > 48 >  > in > Books > Mystery & Suspense > Women Sleuths",Sue Grafton,2938996,320.0,St. Martin's PressSt. Martin's Paperbacks,English,6.78 x 107.19 x 23.88 Inches (US),,,721
The President Is Missing,23.24,Books > Summer Reading Books > Beach Reads,James Patterson Bill Clinton,316412694,400.0,"Little, Brown and Company and Knopf",English,,,,722
The Bone Garden,8.98,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Gerritsen, Tess",1885294,503.0,Random House,English,7.50 x 4.25 x 1.00 Inches,,,723
LIFE DEBT,20.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Space Opera,"WENDIG, CHUCK",1966933,448.0,Random House Inc,English,9.50 x 6.25 x 1.50 Inches,,5.0,724
No Game No Life 3,12.29,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > General,Yuu Kamiya,6385195,208.0,Yen PressYen On,English,,,,725
Gates of Rapture,5.03,Books > Literature & Fiction > Fiction > Romance > Paranormal,Caris Roane,9951,416.0,St. Martin's PressSt. Martin's Paperbacks,English,173.23 x 107.44 x 27.81 Millimeters,,5.0,726
Murder in the Courthouse,13.38,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","Grace, Nancy",295288X,273.0,Two Rivers Distribution,English,10.00 x 6.00 x 1.00 Inches,,,727
The Rising Sea,28.99,Books > Literature & Fiction > Fiction > Action & Adventure,Clive Cussler Graham Brown,525590633,,Penguin AudioPenguin Random House Audio Publishing Group,English,6.00 x 5.00 x 1.00 Inches,,,728
MOONLIGHT MILE,7.98,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General","LEHANE, DENNIS",1836954,368.0,HarperCollins,English,7.75 x 4.25 x 1.00 Inches,,,729
Stolen ,8.09,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Paranormal,"Armstrong, Kelley",2296662,464.0,Penguin Group USA,English,7.50 x 4.25 x 1.25 Inches,,5.0,730
SHROUD OF ETERNITY,22.9,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,Terry Goodkind,765388243,528.0,Tom Doherty AssociatesTor Books,English,9.25 x 155.57 x 41.27 Inches (US),,,731
Marry Me by Sundown,18.63,Books > Literature & Fiction > Fiction > Romance > Historical,Johanna Lindsey,1501162233,384.0,Gallery Books,English,,,,732
UNTIL WE TOUCH,7.64,Books > Literature & Fiction > Fiction > Romance > Contemporary > Best seller ranking: > # > 19597 >  > in > Books > # > 556 >  > in > Books > Romance > # > 183 >  > in > Books > Romance > Contemporary,"MALLERY, SUSAN",3778931,384.0,Harlequin Books,English,6.60 x 4.10 x 0.60 Inches,,,733
The War of the Worlds,3.49,Books > Literature & Fiction > Fiction > Literary,"Wells, H. G.",486295060,145.0,Dover Pubns,English,5.25 x 8.50 x 0.50 Inches,,,734
Magic Breaks,7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Contemporary,Ilona Andrews,5277490,416.0,AcePenguin Publishing Group,English,6.75 x 4.19 x 1.06 Inches (US),,,735
Shadow of the Hegemon,6.77,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Military,Orson Scott Card,2565954,464.0,Tom Doherty AssociatesTor Books,English,1.11 x 28.22 x 1.11 Inches (US),,,736
Still Me,16.2,Books > Literature & Fiction > Fiction > Contemporary Women,Jojo Moyes,399562451,400.0,Penguin Publishing GroupPamela Dorman Books,English,9.00 x 6.00 x 1.00 Inches (US),,,737
A Discovery of Witches ,12.8,Books > Literature & Fiction > Fiction > Occult & Supernatural > Best seller ranking: > # > 8967 >  > in > Books > # > 813 >  > in > Books > Literature & Fiction > # > 51 >  > in > Books > Literature & Fiction > Science Fiction,Deborah Harkness,3119681,592.0,Penguin BooksPenguin Publishing Group,English,8.40 x 5.45 x 1.20 Inches (US),,5.0,738
Blood Red Kiss,6.4,Books > Literature & Fiction > Fiction > Romance > Paranormal,Larissa Ione Kresley Cole Gena Showalter,1142588,544.0,Pocket Books,English,6.75 x 104.78 x 1.10 Inches (US),,,739
The Map of Bones,3.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Science Fiction > Apocalyptic & Post-Apocalyptic,Francesca Haig,147676722X,416.0,Gallery Books,English,228.60 x 6.00 x 1.10 Millimeters,,,740
The Lying Game ,6.49,Books > Literature & Fiction > Fiction > Literary,Ruth Ware,1501156004,384.0,Gallery/Scout Press,English,228.60 x 6.00 x 1.10 Millimeters,,,741
"GHOST KING, THE",7.99,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"SALVATORE, R. A.",078695499X,400.0,Wizards of the Coast,English,6.75 x 4.25 x 1.25 Inches,,,742
Ms. Demeanor,4.12,Books > Literature & Fiction > Fiction > Romance > Suspense,"Winters, Danica",133572141X,256.0,Harlequin Books,English,4.21 x 6.62 x 0.59 Inches,,,743
The Exile,21.16,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Historical > Best seller ranking: > # > 3452 >  > in > Books > # > 270 >  > in > Books > Literature & Fiction > # > 30 >  > in > Books > Literature & Fiction > Fantasy,"Nguyen, Hoang Gabaldon, Diana",550538X,224.0,Random House Inc,English,6.50 x 9.50 x 0.75 Inches,,3.0,744
Louisiana Longshot,11.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths","DeLeon, Jana",147813223X,248.0,Lightning Source Inc,English,8.25 x 5.50 x 0.75 Inches,,,745
The Mongrel Mage,17.13,Books > Literature & Fiction > Fiction > Science Fiction & Fantasy > Fantasy > Epic,"L. E. Modesitt, Jr.",765394685,560.0,Tom Doherty AssociatesTor Books,English,9.25 x 155.57 x 44.96 Inches (US),,,746
The Venetian Betrayal,8.0,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General > Best seller ranking: > # > 64250 >  > in > Books > # > 86 >  > in > Books > New Releases > # > 83 >  > in > Books > New Releases > New & Noteworthy","Berry, Steve",5485788,558.0,Random House,English,7.50 x 4.25 x 1.50 Inches,,5.0,747
Glow of Death,7.49,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > Women Sleuths",Jane K. Cleland,102979,304.0,St. Martin's PressMinotaur Books,English,213.61 x 5.62 x 25.15 Millimeters,,,748
The Turner House,13.09,Books > Literature & Fiction > Fiction > Literary,Angela Flournoy,4705162,352.0,Houghton Mifflin HarcourtMariner Books,,203.20 x 5.31 x 0.91 Millimeters,,,749
The Girl Who Kicked the Hornet's Nest,8.74,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Mystery & Detective > General > Best seller ranking: > # > 2828 >  > in > Books > # > 217 >  > in > Books > Literature & Fiction > # > 31 >  > in > Books > Literature & Fiction > Mystery & Suspense","Larsson, Stieg",7742537,820.0,Random House,English,7.50 x 4.25 x 2.00 Inches,,4.6,750
Utah Blaine & Silver Canyon,5.99,Books > Literature & Fiction > Fiction > Westerns,"L'Amour, Louis",3591828,205.0,Random House,English,7.00 x 4.25 x 1.25 Inches,,,751
The Child,11.01,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Psychological",Fiona Barton,110199049X,400.0,BerkleyPenguin Publishing Group,English,8.25 x 5.50 x 1.00 Inches (US),,,752
Supernatural,7.7,Books > Literature & Fiction > Fiction > Media Tie-Ins,"Navarro, Yvonne",3298566,330.0,Random House,English,7.00 x 4.25 x 1.00 Inches,,,753
The People vs. Alex Cross,19.37,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > General",James Patterson,1478923326,0.0,Hachette Audio,English,,,,754
SHATTERED MEMORIES,6.8,Books > Literature & Fiction > Fiction > Sagas,V.C. Andrews,1476792380,432.0,Pocket Books,English,6.75 x 104.78 x 25.40 Inches (US),,,755
Preacher's Massacre,7.48,Books > Literature & Fiction > Fiction > Westerns,"Johnstone, William W.",6031060,345.0,Kensington Pub Corp,English,7.00 x 4.00 x 1.00 Inches,,,756
The Bear and the Nightingale,17.84,Books > Literature & Fiction > Fiction > Literary,"Arden, Katherine",1885933,322.0,Random House Inc,English,9.50 x 6.50 x 1.25 Inches,,5.0,757
Low Tide,9.99,"Books > Literature & Fiction > Fiction > Mysteries, Thrillers & Suspense > Thrillers & Suspense > Suspense","Mckenna, Dawn Lee",692466339,188.0,Lightning Source Inc,English,5.00 x 8.00 x 0.75 Inches,,,758
Leaving Atlanta,3.99,Books > Literature & Fiction > Fiction > Urban,Tayari Jones,6690897,272.0,Grand Central Publishing,English,,,,759
