Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating
PHASMA (STAR WARS),17.69,Books > Science Fiction & Fantasy > Science Fiction,"DAWSON, DELILAH S.",152479631X,400,Del Rey ,English,6.3 x 1.4 x 9.5 inches,1.6 pounds,3
Tricky Twenty-Two,8.09,Books > Literature & Fiction > United States,"EVANOVICH, JANET",345542975,352,Bantam; Reprint edition ,English,4.2 x 0.9 x 6.9 inches,6.4 ounces,4
Kill Shot ,8.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1416595228,464,Pocket Books ,English,4.1 x 1 x 7.5 inches,4 ounces,4
Along Came A Spider Mass Market Paperback ,6.48,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,446364193,528,Grand Central Publishing ,English,4.2 x 1.1 x 6.8 inches,6.4 ounces,4
The Last Mile Memory Man series,9.99,Books > Literature & Fiction > Action & Adventure,David Baldacci,1455586447,560,Vision; Reprint edition ,English,4.2 x 1.1 x 7.6 inches,9.9 ounces,4
Separation of Power A Mitch Rapp Novel,9.71,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1439135738,544,Pocket Star; Reprint edition ,English,4.1 x 1.2 x 7.5 inches,11.2 ounces,4
War and Peace Vintage Classics,12.97,Books > Literature & Fiction > Genre Fiction,"Tolstoy, Leo",1400079985,1296,Vintage; Reprint edition ,English,6 x 1.7 x 9.2 inches,2.4 pounds,4
A Tree Grows in Brooklyn Modern Classics,15.12,Books > Literature & Fiction > Genre Fiction,"Smith, Betty",61120073,528,Harper Perennial Modern Classics ,English,5.5 x 1.3 x 8.2 inches,1.1 pounds,4
"A Clash of Kings A Song of Ice and Fire, Book 2",9.79,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,553579908,1040,Bantam; Reissue edition ,English,4.2 x 1.6 x 6.9 inches,1.1 pounds,4
"The Farthest Shore The Earthsea Cycle, Book 3",8.6,Books > Teen & Young Adult > Science Fiction & Fantasy,Ursula  K. Le Guin,689845340,272,Saga Press; Reprint edition ,English,4.2 x 1.1 x 7 inches,4.8 ounces,4
The Night Trilogy ,9.79,Books > Biographies & Memoirs > Historical,Elie Wiesel,809073641,352,"Hill and Wang; First PB Edition, First Printing edition ",English,5.5 x 0.9 x 8.3 inches,8.8 ounces,4
Shroud of Eternity,22.9,Books > Literature & Fiction > Action & Adventure,Terry Goodkind,765388243,528,Tor Books; First Edition edition ,English,6.5 x 1.6 x 9.5 inches,3.4 pounds,4
The Tower of Swallows The Witcher,13.25,Books > Literature & Fiction > Action & Adventure,Andrzej Sapkowski David French,316273716,464,Orbit ,English,5.5 x 1.2 x 8.2 inches,14.4 ounces,4
See Me Mass Market Paperback ,7.08,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,1455520608,576,Vision; Reprint edition ,English,4.2 x 1.2 x 6.9 inches,9.1 ounces,4
The Blood Mirror Lightbringer,12.64,Books > Literature & Fiction > Action & Adventure,Brent Weeks,316251321,736,Orbit; Reprint edition ,English,5.6 x 2 x 8.4 inches,1.3 pounds,4
The Quantum Spy,14.11,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","Ignatius, David",393254151,336,W. W. Norton & Company; 1 edition ,English,6.5 x 1.1 x 9.6 inches,1.6 pounds,4
15th Affair Women's Murder Club,8.58,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson Maxine Paetro,1455585289,400,Grand Central Publishing ,English,4.2 x 1 x 7.5 inches,7.8 ounces,4
Something Wicked This Way Comes,10.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","Bradbury, Ray",1501167715,352,Simon & Schuster; Reprint edition ,English,5.5 x 0.9 x 8.4 inches,9.6 ounces,4
Stalking Jack the Ripper Hardcover ,10.96,Books > Teen & Young Adult > Science Fiction & Fantasy,Kerri Maniscalco,031627349X,336,jimmy patterson ,English,6.5 x 1 x 9.2 inches,14.1 ounces,4
Deep Freeze A Virgil Flowers Novel,13.0,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Sandford,399176063,400,G.P. Putnam's Sons; 1st Edition edition ,English,6.4 x 1.5 x 9.3 inches,1.3 pounds,4
A Dance with Dragons A Song of Ice and Fire,7.99,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,553582011,1152,Bantam; Reprint edition ,English,4.2 x 1.8 x 6.9 inches,1 pounds,4
The Girl Before,10.77,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","DELANEY, JP",425285065,368,Ballantine Books; Reprint edition ,English,5.5 x 0.8 x 8.2 inches,10.2 ounces,4
Dark Disciple,8.99,Books > Literature & Fiction > Genre Fiction,"GOLDEN, CHRISTIE",1101884959,400,Del Rey; Reissue edition ,English,4.1 x 1 x 7.5 inches,12.6 ounces,4
"That Hideous Strength Space Trilogy, Book 3",13.89,Books > Christian Books & Bibles > Literature & Fiction,C.S. Lewis,743234928,384,Scribner; Reprint edition ,English,5.2 x 0.8 x 8 inches,4 ounces,4
"Dragons of Autumn Twilight Dragonlance Chronicles, Volume I",7.99,Books > Literature & Fiction > Action & Adventure,"Weis, Margaret Hickman, Tracy",786915749,448,Wizards of the Coast; Reissue edition ,English,4.2 x 1.2 x 6.9 inches,8 ounces,4
Order to Kill ,7.02,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn Kyle Mills,1476783497,448,Pocket Books; Reprint edition ,English,4.1 x 0.9 x 7.5 inches,8.2 ounces,4
Different Seasons,12.39,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King,1501143484,608,Scribner; Reprint edition ,English,5.5 x 1.5 x 8.4 inches,1.2 pounds,4
Edgedancer,10.06,Books > Literature & Fiction > Action & Adventure,Brandon Sanderson,1250166543,272,Tor Books; F First Edition edition ,English,4.6 x 1 x 7 inches,10.1 ounces,4
"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 2 - light novel Is It Wrong to Pick Up Girls in a Dungeon?",14.0,Books > Literature & Fiction > World Literature,Fujino Omori,031644250X,256,Yen On ,English,5.5 x 0.6 x 8.2 inches,8.5 ounces,4
"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 10 light novel",11.97,Books > Science Fiction & Fantasy > Fantasy,Fujino Omori,316442453,304,Yen On ,English,5.5 x 0.8 x 8.2 inches,10.7 ounces,4
The No. 1 Ladies' Detective Agency Book 1,9.24,Books > Literature & Fiction > Women's Fiction,"McCall Smith, Alexander",1400034779,235,Anchor ,English,5.2 x 0.7 x 8 inches,4.8 ounces,4
"TIME TO KILL, A",8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","GRISHAM, JOHN",440245915,672,Dell ,English,4.2 x 1.5 x 7.5 inches,14.4 ounces,4
Consider Phlebas Culture,15.63,Books > Science Fiction & Fantasy > Science Fiction,Iain M. Banks,031600538X,544,Orbit ,English,5.5 x 1.5 x 8.4 inches,1.1 pounds,3
The Wrong Side of Goodbye A Harry Bosch Novel,6.82,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,1455524204,480,Vision; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,9.1 ounces,4
The Time of Contempt The Witcher,13.47,Books > Literature & Fiction > Action & Adventure,Andrzej Sapkowski,316219134,352,Orbit; 1 edition ,English,5.5 x 1 x 8.2 inches,9.9 ounces,4
Nine Dragons A Harry Bosch Novel,9.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,446561959,480,Vision; Reprint edition ,English,4.2 x 1 x 7.5 inches,7.2 ounces,3
The Murder House Paperback ,9.2,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson David Ellis,145558990X,480,Grand Central Publishing; Reprint edition ,English,5.2 x 1.2 x 8 inches,12.6 ounces,4
Written in My Own Heart's Blood (Outlander Volume 8) (Mass Market Paperback),8.48,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,110188424X,1152,Dell ,English,4.2 x 1.8 x 6.8 inches,13.6 ounces,4
"Alas, Babylon Paperback ",12.06,Books > Literature & Fiction > United States,Pat Frank,60741872,352,Harper Perennial Modern Classics; Reissue edition ,English,5.3 x 0.8 x 8 inches,9.6 ounces,4
Who Fears Death Mass Market Paperback ,7.99,Books > Literature & Fiction > Genre Fiction,Nnedi Okorafor,756407281,432,DAW; Reprint edition ,English,4.2 x 1.1 x 6.8 inches,7.2 ounces,4
Bad Luck and Trouble Jack Reacher,8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","CHILD, LEE",440246016,512,Dell; Reprint edition ,English,4.2 x 1.2 x 7.6 inches,11.2 ounces,4
The Girl Who Played with Fire Millennium Series,7.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","Larsson, Stieg",307949508,752,Vintage Crime/Black Lizard; Reprint edition ,English,4.2 x 1.7 x 7.5 inches,14.4 ounces,4
Island of Glass Guardians Trilogy,12.1,Books > Literature & Fiction > United States,Nora Roberts,425280128,352,Berkley ,English,5.6 x 0.9 x 8.2 inches,12 ounces,4
The French Girl Hardcover ,17.1,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lexie Elliott,399586938,304,Berkley ,English,6.4 x 1 x 9.3 inches,1.1 pounds,3
The Girl in the Tower,16.66,Books > Literature & Fiction > Action & Adventure,"Arden, Katherine",1101885963,384,Del Rey ,English,6.3 x 1.2 x 9.4 inches,1.4 pounds,4
Down Among the Sticks and Bones Wayward Children,9.98,Books > Literature & Fiction > Genre Fiction,Seanan McGuire,765392038,192,Tor.com ,English,5.8 x 0.8 x 9 inches,9.9 ounces,4
Without Warning,7.52,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Joel C. Rosenberg,1496423291,592,"Tyndale House Publishers, Inc.; Reprint edition ",English,3.8 x 1.4 x 7.3 inches,11.2 ounces,4
A Wanted Man Jack Reacher,7.88,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","CHILD, LEE",440246318,640,Dell; Reprint edition ,English,4.2 x 1.5 x 7.5 inches,11.7 ounces,4
Babylon's Ashes The Expanse,13.15,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,316217646,576,Orbit; Reprint edition ,English,6 x 1.5 x 9.2 inches,1.3 pounds,4
The Pillars of the Earth ,8.99,Books > Literature & Fiction > Genre Fiction,Ken Follett,451166892,1008,Penguin Books ,English,4.2 x 1.7 x 6.9 inches,1 pounds,4
The Inheritance Trilogy Paperback ,17.44,Books > Literature & Fiction > Action & Adventure,N. K. Jemisin,316334006,1472,Orbit; 1st Printing edition ,English,5.5 x 2.5 x 8.2 inches,2.8 pounds,4
Breaking Point Lucy Kincaid Novels,9.99,"Books > Mystery, Thriller & Suspense > Mystery","BRENNAN, ALLISON",1250164443,448,Minotaur Books ,English,4.5 x 1.2 x 7.6 inches,9.8 ounces,4
The Bad Daughter,17.7,Books > Literature & Fiction > Genre Fiction,"Fielding, Joy",399181520,368,Ballantine Books ,English,6.4 x 1.2 x 9.6 inches,1.3 pounds,3
Feversong,6.47,Books > Science Fiction & Fantasy > Fantasy,"MONING, KAREN MARIE",399593659,576,Dell; Reprint edition ,English,4.3 x 1.3 x 6.9 inches,10.2 ounces,4
Blood of Elves Mass Market Paperback ,8.99,Books > Literature & Fiction > Action & Adventure,Andrzej Sapkowski,031602919X,416,Orbit; 1 Original edition ,English,4.2 x 1.2 x 7 inches,6.4 ounces,4
Extreme Measures ,9.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1416505040,544,Pocket Books; Reprint edition ,English,4.1 x 1.2 x 7.5 inches,11.2 ounces,4
"Naked in Death In Death, Book 1",7.99,"Books > Mystery, Thriller & Suspense > Mystery",J. D. Robb,425148297,320,Berkley ,English,4.2 x 0.8 x 6.8 inches,5.6 ounces,4
Off the Grid A Joe Pickett Novel,8.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,399185488,400,G.P. Putnam's Sons ,English,4.2 x 1 x 7.5 inches,10.4 ounces,4
The Ender Quartet Boxed Set,20.54,Books > Science Fiction & Fantasy > Fantasy,"Card, Orson Scott",765362430,1760,Tor Science Fiction; Box edition ,English,4.3 x 4.5 x 6.9 inches,1.9 pounds,4
Quick & Dirty A Stone Barrington Novel,16.52,Books > Literature & Fiction > Action & Adventure,Stuart Woods,735217149,336,G.P. Putnam's Sons ,English,6.3 x 1.3 x 9.3 inches,1.2 pounds,4
Lee Child Jack Reacher Books 1-3 Mass Market Paperback ,21.93,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515154113,nan,Berkley; Box edition ,English,4.4 x 3.6 x 7.6 inches,2 pounds,4
A Breath of Snow and Ashes (Outlander Volume 6) (Mass Market Paperback),9.42,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,440225809,1488,Dell; Mass Paperback Edition edition ,English,4.2 x 2.1 x 6.9 inches,1.3 pounds,4
The Hero of Ages,7.53,Books > Teen & Young Adult > Science Fiction & Fantasy,"Sanderson, Brandon",765377152,768,Tor Teen; Reprint edition ,English,5.4 x 1.4 x 8.2 inches,1.3 pounds,4
"Death March to the Parallel World Rhapsody, Vol. 4 light novel",11.97,Books > Comics & Graphic Novels > Manga,Hiro Ainana,316556092,228,Yen On ,English,5.5 x 0.6 x 8.4 inches,8.2 ounces,5
Death's Mistress,8.15,Books > Literature & Fiction > Action & Adventure,Terry Goodkind,765388235,656,Tor Fantasy; Reprint edition ,English,4.2 x 1.4 x 6.9 inches,8.5 ounces,4
With This Man A This Man Novel,12.74,Books > Literature & Fiction > Genre Fiction,Jodi Ellen Malpas,1538745194,496,Forever ,English,5.2 x 1.2 x 8 inches,13.4 ounces,nan
An Echo in the Bone (Outlander Volume 7) (Mass Market Paperback),9.5,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,440245680,1200,Dell; Reissue edition ,English,4.2 x 2 x 6.9 inches,1.2 pounds,4
"No Game No Life, Vol. 2 - light novel Paperback ",12.29,Books > Science Fiction & Fantasy > Fantasy,Yuu Kamiya,316385174,192,Yen On; Translation edition ,English,5.5 x 0.6 x 8.2 inches,7 ounces,4
Death Doesn't Bargain ,22.3,Books > Science Fiction & Fantasy > Fantasy,Sherrilyn Kenyon,765385716,384,Tor Books ,English,6.1 x 9.2 inches,1.7 pounds,nan
Dirk Gently's Holistic Detective Agency Paperback ,9.79,"Books > Mystery, Thriller & Suspense > Mystery",Douglas Adams,1476782997,272,Gallery Books; Reissue edition ,English,5.5 x 0.6 x 8.4 inches,8.5 ounces,4
The Deep Dark Descending Paperback ,9.79,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Allen Eskens,1633883558,285,Seventh Street Books ,English,5.5 x 0.7 x 8.3 inches,5.6 ounces,4
Needful Things ,9.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King,1501143786,960,Pocket Books; Reissue edition ,English,4.1 x 1.6 x 7.5 inches,13.6 ounces,4
Victoria ,15.85,Books > Arts & Photography > Decorative Arts & Design,Helen Rappaport,1250045479,432,St. Martin's Griffin; Reprint edition ,English,5.7 x 1.3 x 8.2 inches,14.4 ounces,4
A Lesson Before Dying Oprah's Book Club,8.27,Books > Literature & Fiction > Genre Fiction,"Gaines, Ernest J.",375702709,256,Vintage; 1 edition ,English,5.2 x 0.6 x 7.6 inches,8 ounces,4
The Eyes of the Dragon,13.89,Books > Literature & Fiction > Action & Adventure,Stephen King,1501192205,384,Gallery Books; Reprint edition ,English,5.3 x 1 x 8.2 inches,10.1 ounces,4
The Blade Itself The First Law,12.38,Books > Literature & Fiction > Genre Fiction,Joe Abercrombie,316387312,560,Orbit; Reprint edition ,English,6 x 1.5 x 9.2 inches,1.4 pounds,4
The Dark Horse ,13.18,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143117319,368,Penguin Books; Reprint edition ,English,5.1 x 0.7 x 7.7 inches,7.2 ounces,4
Good Omens,7.19,Books > Literature & Fiction > Genre Fiction,"Gaiman, NeilPratchett, Terry",60853980,432,William Morrow; Reprint edition ,English,4.2 x 0.9 x 6.8 inches,6.4 ounces,4
Blood Fury ,16.9,Books > Science Fiction & Fantasy > Fantasy,J.R. Ward,451475348,432,Ballantine Books ,English,6.4 x 1.3 x 9.3 inches,1.4 pounds,4
Killing Floor Jack Reacher,7.67,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,515153656,576,Berkley; Reprint edition ,English,4.2 x 1.1 x 7.5 inches,10.6 ounces,4
The Murder of Roger Ackroyd,8.07,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","Christie, Agatha",62073567,304,William Morrow Paperbacks; Reprint edition ,English,5.3 x 0.7 x 8 inches,14.9 ounces,4
Red Dragon Paperback ,9.8,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","Harris, Thomas",425228223,464,Berkley; Reprint edition ,English,4.2 x 0.9 x 7.6 inches,8.8 ounces,4
Beyond Reason The Texas Trilogy,6.79,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Kat Martin,1420143158,400,Zebra ,English,4.2 x 1.1 x 6.7 inches,6.4 ounces,4
Gray Mountain,8.54,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","Grisham, John",345543254,480,Dell; 2014 edition ,English,4.2 x 1.1 x 7.5 inches,11.2 ounces,3
Final Girls,12.78,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Riley Sager,1101985380,352,Dutton; Reprint edition ,English,5.4 x 0.8 x 8.3 inches,9.6 ounces,4
The Magicians Trilogy Boxed Set ,33.45,Books > Science Fiction & Fantasy > Fantasy,Lev Grossman,147517389,1280,Penguin Books; Reprint edition ,English,5.7 x 3 x 8.6 inches,2.7 pounds,4
Behind Closed Doors,9.98,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","Paris, B. A.",1250132363,399,St. Martin's Griffin; Reprint edition ,English,5.5 x 0.9 x 8.3 inches,10.4 ounces,4
And Then There Were None Mass Market Paperback ,4.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","Christie, Agatha",62073486,300,William Morrow; Reissue edition ,English,4.2 x 0.8 x 6.8 inches,5.6 ounces,4
The Life We Bury Paperback ,13.14,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","Eskens, Allen",1616149981,303,Seventh Street Books; First Paperback Edition edition ,English,5.5 x 0.9 x 8.3 inches,9.6 ounces,4
A Column of Fire Kingsbridge,20.37,Books > Literature & Fiction > Genre Fiction,Ken Follett,052595497X,928,Viking; 1st Edition edition ,English,6.5 x 1.8 x 9.6 inches,2.7 pounds,4
Manhattan Beach ,17.43,Books > Literature & Fiction > Genre Fiction,Jennifer Egan,1476716730,448,Scribner; First Edition edition ,English,6 x 1.4 x 9 inches,1.3 pounds,3
The Catcher in the Rye Mass Market Paperback ,6.82,Books > Literature & Fiction > History & Criticism,J.D. Salinger,7543321726,240,"Little, Brown and Company ",English,4.2 x 0.8 x 6.8 inches,4.2 ounces,4
The Bishop's Pawn,20.28,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Steve Berry,1250140226,352,Minotaur Books ,English,6.1 x 1.3 x 9.3 inches,1.2 pounds,3
The Last Wish,7.19,Books > Science Fiction & Fantasy > Fantasy,Andrzej Sapkowski,316029181,384,Orbit ,English,4.1 x 1 x 6.8 inches,6.1 ounces,4
Children of Time Paperback ,13.7,Books > Science Fiction & Fantasy > Science Fiction,Adrian Tchaikovsky,1447273303,600,Pan Macmillan; Reprint edition ,English,5 x 1.5 x 7.8 inches,14.9 ounces,4
The Crooked Staircase,19.22,Books > Literature & Fiction > Action & Adventure,"Koontz, Dean R.",052548342X,480,Bantam ,English,6.1 x 1.3 x 9.2 inches,1.8 pounds,nan
The Grave's a Fine and Private Place,17.68,"Books > Mystery, Thriller & Suspense > Mystery","Bradley, Alan",345539990,363,Delacorte Press ,English,5.2 x 1.2 x 7.8 inches,13.9 ounces,4
The Third Victim,21.42,"Books > Mystery, Thriller & Suspense > Mystery",Phillip Margolin,125011750X,320,Minotaur Books ,English,6.4 x 1.2 x 9.6 inches,1.1 pounds,4
Poison,20.63,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Lescroart,1501115707,304,Atria Books ,English,6 x 1.1 x 9 inches,1.1 pounds,4
Hardcore Twenty-Four ,16.83,Books > Literature & Fiction > United States,"Evanovich, Janet",399179194,285,G.P. Putnam's Sons; Collectible Edition edition ,English,6.5 x 1.1 x 9.6 inches,1.1 pounds,4
Norse Mythology Hardcover ,13.8,Books > Literature & Fiction > Literary,"Gaiman, Neil",039360909X,299,W. W. Norton & Company; First Edition edition ,English,5.8 x 1.1 x 8.6 inches,1 pounds,4
Ender's Game The Ender Quintet,6.09,Books > Science Fiction & Fantasy > Science Fiction,"CARD, ORSON SCOTT",812550706,352,Tor Science Fiction ,English,4.1 x 1 x 6.8 inches,5.6 ounces,3
Plum Tea Crazy A Tea Shop Mystery,17.1,"Books > Mystery, Thriller & Suspense > Mystery",Laura Childs,451489608,336,Berkley ,English,5.4 x 1.1 x 8.4 inches,14.1 ounces,4
Of Mice and Men Mass Market Paperback ,8.79,Books > Literature & Fiction > Genre Fiction,"STEINBECK, JOHN",140177396,112,Penguin Books; Reissue edition ,English,4.1 x 0.3 x 7.5 inches,2.1 ounces,4
Girl Last Seen,11.79,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Nina Laurin,145556902X,352,Grand Central Publishing ,English,5.2 x 1 x 8.1 inches,8 ounces,3
Rules of Civility ,10.41,Books > Literature & Fiction > Genre Fiction,Amor Towles,143121162,368,Penguin Books; Reprint edition ,English,5.5 x 0.9 x 8.4 inches,12.8 ounces,4
Crazy Rich Asians Paperback ,12.0,Books > Literature & Fiction > Genre Fiction,"KWAN, KEVIN",345803787,544,Anchor; Reprint edition ,English,5.2 x 0.9 x 8 inches,11.2 ounces,4
A Piece of the World,14.88,Books > Literature & Fiction > Genre Fiction,"Kline, Christina Baker",62356275,352,William Morrow Paperbacks; Reprint edition ,English,5.3 x 0.8 x 8 inches,7 ounces,4
The Kite Runner Paperback ,11.9,Books > Literature & Fiction > Genre Fiction,Khaled Hosseini,159463193X,400,Riverhead Books; 1 edition ,English,5.1 x 1 x 8 inches,1.8 pounds,3
Fall from Grace,19.77,Books > Literature & Fiction > Genre Fiction,"Steel, Danielle",1101884002,368,Delacorte Press; First Edition edition ,English,6.3 x 1.1 x 9.5 inches,1.2 pounds,4
The Kitchen House,10.48,Books > Literature & Fiction > Genre Fiction,Kathleen Grissom,1439153663,384,Touchstone; 1st edition ,English,5.2 x 0.7 x 8 inches,12 ounces,4
The Fiery Cross (Outlander Volume 5) (Mass Market Paperback),8.18,Books > Literature & Fiction > Genre Fiction,Diana Gabaldon,440221668,1443,Dell; Outlander edition ,English,4.2 x 2 x 6.9 inches,1.4 pounds,4
The Silent Corner,20.91,Books > Literature & Fiction > Action & Adventure,"Koontz, Dean R.",345545990,464,Bantam; First Edition edition ,English,6.4 x 1.6 x 9.5 inches,1.6 pounds,4
Red Mars Mars Trilogy,7.88,Books > Science Fiction & Fantasy > Science Fiction,"Robinson, Kim Stanley",553560735,592,Spectra; Reprint edition ,English,4.2 x 1.3 x 6.9 inches,12 ounces,3
Abaddon's Gate The Expanse,14.84,Books > Science Fiction & Fantasy > Science Fiction,James S. A. Corey,316129070,576,Orbit; First Edition edition ,English,6 x 1.5 x 9.2 inches,1.6 pounds,4
William Shakespeare's Star Wars Hardcover ,11.99,Books > Literature & Fiction > Genre Fiction,"DOESCHER, IAN",1594746370,176,Quirk Books ,English,5.6 x 0.7 x 8.3 inches,10.6 ounces,4
Cross Justice Alex Cross,7.57,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585130,528,Vision ,English,4.1 x 1.2 x 7.7 inches,9.1 ounces,4
Tom Clancy True Faith and Allegiance A Jack Ryan Novel,6.89,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Mark Greaney,1101988835,736,Berkley; Reprint edition ,English,4.2 x 1.5 x 7.6 inches,11.2 ounces,4
The Whispering Room,17.63,Books > Literature & Fiction > Action & Adventure,"Koontz, Dean R.",345546806,528,Bantam ,English,6.3 x 1.7 x 9.6 inches,1.7 pounds,4
Night School,8.99,Books > Literature & Fiction > Action & Adventure,Lee Child,804178828,496,Dell; 1st Printing edition ,English,4.1 x 1.2 x 7.5 inches,9.3 ounces,4
A Darker Shade of Magic Collector's Edition,15.04,Books > Literature & Fiction > Action & Adventure,V. E. Schwab,765376466,432,Tor Books; Reprint edition ,English,5.5 x 1.1 x 8.2 inches,12.6 ounces,4
"Saga, Vol. 1 Paperback ",8.92,Books > Comics & Graphic Novels > Graphic Novels,"Staples, Fiona Vaughan, Brian K.",1607066017,160,Image Comics ,English,6.4 x 0.5 x 10.1 inches,2.4 pounds,4
"Dark Legacy Carpathian Novel, A",17.7,Books > Literature & Fiction > Genre Fiction,Christine Feehan,399583998,416,Berkley; First Edition edition ,English,6.2 x 1.3 x 9.3 inches,1.4 pounds,4
Junkyard Dogs ,13.14,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143119532,352,Penguin Books; Reprint edition ,English,5.1 x 0.6 x 7.7 inches,8.5 ounces,4
Hell Is Empty ,12.62,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,143120980,352,Penguin Books; Reprint edition ,English,5.1 x 0.6 x 7.7 inches,8.8 ounces,4
The Man in the High Castle Paperback ,12.76,Books > Science Fiction & Fantasy > Science Fiction,Philip K. Dick,547572484,288,Mariner Books; Reissue edition ,English,5.3 x 0.7 x 8 inches,6.4 ounces,3
Past Perfect,12.26,Books > Literature & Fiction > Genre Fiction,"Steel, Danielle",1101883979,304,Delacorte Press; First Edition first Printing edition ,English,6.3 x 1 x 9.5 inches,1.1 pounds,3
Worth Dying For Jack Reacher,8.23,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","CHILD, LEE",440246296,544,Dell; Reprint edition ,English,4.2 x 1.3 x 7.5 inches,10.4 ounces,4
A Conjuring of Light,12.38,Books > Literature & Fiction > Action & Adventure,V. E. Schwab,765387476,640,Tor Books; Reprint edition ,English,5.5 x 1.7 x 8.2 inches,1.2 pounds,4
DC Super Heroes,22.14,"Books > Children's Books > Activities, Crafts & Games",Matthew Reinhart,316019984,12,"Little, Brown and Company; Pop edition ",English,8.4 x 3.2 x 10.5 inches,2.1 pounds,3
Fire Touched A Mercy Thompson Novel,7.19,Books > Literature & Fiction > Action & Adventure,Patricia Briggs,425256294,320,Ace; Reissue edition ,English,4.1 x 0.9 x 6.8 inches,5 ounces,4
Gone Tomorrow Jack Reacher,8.24,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense","CHILD, LEE",440243688,576,Dell; Reprint edition ,English,4.1 x 1.3 x 7.5 inches,11.2 ounces,4
The Spy Who Came in from the Cold ,13.33,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John le Carré,143124757,240,Penguin Books; Reprint edition ,English,5.5 x 0.6 x 8.2 inches,7.8 ounces,4
"SEVENTH PLAGUE, THE",8.78,Books > Literature & Fiction > Action & Adventure,"ROLLINS, JAMES",62381695,640,William Morrow; Reprint edition ,English,4.2 x 1.4 x 7.5 inches,12 ounces,4
The Demon Crown,15.94,Books > Literature & Fiction > Action & Adventure,"Rollins, James",62381733,464,William Morrow; First Edition edition ,English,6 x 1.4 x 9 inches,1.1 pounds,4
The Ocean at the End of the Lane,6.48,Books > Literature & Fiction > Genre Fiction,"Gaiman, Neil",62459368,256,William Morrow; Reissue edition ,English,4.2 x 0.6 x 6.8 inches,4.8 ounces,4
