Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating,id
Art of Coloring Star Wars,10.42,"Books > Crafts, Hobbies & Home > Crafts & Hobbies",Catherine Saunier-Talec,1484757386,,Disney Editions ,English,8.2 x 0.8 x 11.8 inches,2 pounds,4.4,576
Island of the Mad,25.2,"Books > Mystery, Thriller & Suspense > Mystery",Laurie R. King,804177961,,Bantam ,English,6.1 x 0.8 x 9.2 inches,1.2 pounds,,577
The Darling Dahlias and the Unlucky Clover Hardcover ,23.36,"Books > Mystery, Thriller & Suspense > Mystery",Susan Wittig Albert,996904034,,Persevero Press ,English,5 x 0.5 x 8 inches,1.6 pounds,3.9,578
The Quiet Side of Passion,23.36,Books > Literature & Fiction > Women's Fiction,Alexander McCall Smith,307908968,,Pantheon ,English,,1.2 pounds,,579
Carrie Mass Market Paperback ,6.52,Books > Literature & Fiction > Genre Fiction,Stephen King,307743667,304.0,Anchor; 1 edition ,English,4.2 x 0.8 x 6.9 inches,5.6 ounces,4.5,580
Awakened,22.49,Books > Literature & Fiction > Action & Adventure,James S Murray Darren Wearmouth,62687883,,Harper Voyager ,English,6 x 9 inches,1.4 pounds,,581
Gunmetal Gray Gray Man,8.8,Books > Literature & Fiction > Action & Adventure,Mark Greaney,045148973X,528.0,Berkley; Reprint edition ,English,5.2 x 1.1 x 7.9 inches,13.4 ounces,4.6,582
In the Lake of the Woods Paperback ,5.93,Books > Literature & Fiction > Genre Fiction,Tim O'Brien,061870986X,336.0,Mariner Books; Reprint edition ,English,5.5 x 0.8 x 8.2 inches,11.2 ounces,4.0,583
Edge of Eternity,8.99,Books > Literature & Fiction > Genre Fiction,Ken Follett,451474023,1136.0,Penguin Books; Reprint edition ,English,4.2 x 1.6 x 6.8 inches,15.5 ounces,4.0,584
Color Me Murder Pen & Ink,11.66,"Books > Mystery, Thriller & Suspense > Mystery",Krista Davis,149671640X,304.0,Kensington ,English,5.5 x 0.8 x 8.2 inches,9.9 ounces,4.6,585
Adultolescence Paperback ,11.69,Books > Literature & Fiction > Poetry,Gabbie Hanna,1501178326,256.0,Atria/Keywords Press ,English,5.5 x 0.8 x 8.4 inches,13.6 ounces,4.8,586
The Rosie Project,10.33,Books > Literature & Fiction > World Literature,Graeme Simsion,1476729093,295.0,Simon & Schuster; Reprint edition ,English,5.5 x 1 x 8.4 inches,10.4 ounces,4.4,587
To the Moon and Back,15.9,Books > Christian Books & Bibles > Literature & Fiction,Karen Kingsbury,1451687656,,Howard Books ,English,5.5 x 1.2 x 8.4 inches,1.7 pounds,,588
The Last Equation of Isaac Severy,16.51,"Books > Mystery, Thriller & Suspense > Mystery",Nova Jacobs,1501175122,,Touchstone ,English,6 x 1.3 x 9 inches,1.1 pounds,4.3,589
The Ninth Hour,19.79,Books > Literature & Fiction > Genre Fiction,Alice McDermott,374280142,,"Farrar, Straus and Giroux; 1st edition ",English,5.8 x 1 x 8.6 inches,13.6 ounces,4.2,590
The Late Show Paperback ,14.39,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,1455524239,448.0,Grand Central Publishing; Reprint edition ,English,5.2 x 1.2 x 8 inches,12 ounces,4.3,591
It Ends with Us,11.92,Books > Literature & Fiction > Women's Fiction,Colleen Hoover,1501110365,384.0,Atria Books ,English,5.3 x 1 x 8.2 inches,11.4 ounces,4.8,592
End Game Will Robie Series,16.99,Books > Literature & Fiction > Action & Adventure,David Baldacci,1455586609,,Grand Central Publishing; 1st Edition edition ,English,6.5 x 1.5 x 9.5 inches,1.6 pounds,4.4,593
Only Child,17.07,Books > Literature & Fiction > Genre Fiction,Rhiannon Navin,1524733350,,Knopf ,English,6.7 x 1.1 x 9.6 inches,1.3 pounds,4.6,594
The Girl on the Train Paperback ,8.8,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Paula Hawkins,1594634025,336.0,Riverhead Books; Reprint edition ,English,5.2 x 0.9 x 8 inches,8.5 ounces,4.1,595
A Canticle for Leibowitz Mass Market Paperback ,6.26,Books > Christian Books & Bibles > Literature & Fiction,Walter M. Miller Jr.,553273817,368.0,Bantam Spectra; . edition ,English,4.2 x 1 x 6.9 inches,6.4 ounces,4.3,596
Binti,8.48,Books > Literature & Fiction > United States,Nnedi Okorafor,765393115,176.0,Tor.com ,English,5 x 0.4 x 8 inches,3.2 ounces,4.6,597
Jitterbug Perfume,10.87,Books > Literature & Fiction > Genre Fiction,Tom Robbins,553348981,352.0,Bantam; Reissue edition ,English,5.2 x 0.8 x 8.2 inches,9.6 ounces,4.4,598
Genome The Extinction Files Book 2,12.11,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",A.G. Riddle,1940026148,,Riddle Inc. ,English,8.9 x 5.9 x 1.4 inches,1.2 pounds,4.4,599
Injustice,16.99,Books > Comics & Graphic Novels > Graphic Novels,Tom Taylor,1401262791,144.0,DC Comics ,English,6.6 x 0.6 x 10.2 inches,1.6 pounds,4.4,600
The Book of Life,13.6,Books > Literature & Fiction > Genre Fiction,Deborah Harkness,143127527,576.0,Penguin Books; Reprint edition ,English,5.4 x 1.2 x 8.4 inches,1 pounds,4.6,601
"Children of Dune Dune Chronicles, Book Three",9.26,Books > Science Fiction & Fantasy > Fantasy,Frank Herbert,441104029,416.0,Ace ,English,4.2 x 1.1 x 6.9 inches,4.8 ounces,4.3,602
Hyperion Hyperion Cantos,7.19,Books > Science Fiction & Fantasy > Fantasy,Dan Simmons,553283685,481.0,Spectra ,English,4.2 x 1 x 6.9 inches,8 ounces,4.3,603
Strange Weather,16.99,Books > Literature & Fiction > Genre Fiction,Joe Hill,62663119,,William Morrow; First Edition/First Printing edition ,English,6 x 1.4 x 9 inches,1.4 pounds,4.0,604
Come Sundown Hardcover ,16.02,Books > Literature & Fiction > Women's Fiction,Nora Roberts,1250123070,480.0,St. Martin's Press; First Edition / First Printing edition ,English,6.5 x 1.5 x 0.4 inches,1.5 pounds,4.4,605
The Plague Paperback ,10.2,Books > Literature & Fiction > World Literature,Albert Camus Stuart Gilbert,679720219,320.0,Vintage ,English,5.2 x 0.7 x 8 inches,8.6 ounces,4.1,606
Dept. of Speculation Vintage Contemporaries,12.36,Books > Literature & Fiction > Genre Fiction,Jenny Offill,345806875,192.0,Vintage; Reprint edition ,English,5.2 x 0.6 x 8 inches,7.2 ounces,3.8,607
The Enemy Jack Reacher,7.94,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,440245990,496.0,Dell ,English,4.2 x 1.2 x 7.5 inches,9.6 ounces,4.5,608
Rescued,26.99,"Books > Mystery, Thriller & Suspense > Mystery",David Rosenfelt,1250133068,304.0,Minotaur Books ,English,6.1 x 9.2 inches,1.7 pounds,,609
"The Maze of Bones 39 Clues, No. 1",7.74,Books > Children's Books > Growing Up & Facts of Life,Rick Riordan,545060397,220.0,Scholastic Press; 1st edition ,English,5.5 x 1 x 7.8 inches,12 ounces,4.5,610
Rogue Lawyer,8.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Grisham,553393480,400.0,Dell; Reprint edition ,English,4.2 x 0.9 x 7.5 inches,7.2 ounces,4.0,611
The Chemist Paperback ,9.34,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephenie Meyer,316387843,528.0,Back Bay Books; Reprint edition ,English,5.5 x 1.4 x 8.2 inches,1.2 pounds,4.3,612
Full Wolf Moon,7.73,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lincoln Child,307473767,304.0,Anchor; Reprint edition ,English,4.2 x 0.8 x 7.5 inches,5.9 ounces,4.1,613
X A Kinsey Millhone Novel,8.49,"Books > Mystery, Thriller & Suspense > Mystery",Sue Grafton,1101981873,512.0,G.P. Putnam's Sons; Reprint edition ,English,4.2 x 1 x 7.5 inches,9.8 ounces,4.3,614
The Obelisk Gate The Broken Earth,10.39,Books > Literature & Fiction > Women's Fiction,N. K. Jemisin,316229261,448.0,Orbit ,English,5.5 x 1.2 x 8.2 inches,14.1 ounces,4.6,615
The Joy Luck Club,9.01,Books > Literature & Fiction > Genre Fiction,Amy Tan,143038095,288.0,Penguin Books; 1 edition ,English,5.3 x 0.6 x 8 inches,8.8 ounces,4.4,616
One Flew Over the Cuckoo's Nest Mass Market Paperback ,8.9,Books > Literature & Fiction > Genre Fiction,Ken Kesey,451163966,272.0,Berkley ,English,4.2 x 0.9 x 7.5 inches,7.2 ounces,4.3,617
It Gets Worse,13.6,Books > Biographies & Memoirs > Arts & Literature,Shane Dawson,1501132849,256.0,Atria/Keywords Press ,English,5.5 x 0.9 x 8.4 inches,14.9 ounces,4.8,618
Fifty Shades Darker Paperback ,9.29,Books > Literature & Fiction > Women's Fiction,E. L. James,345803493,544.0,Vintage; Reprint edition ,English,5.2 x 0.9 x 8 inches,13.6 ounces,4.2,619
Fight Club,6.13,Books > Humor & Entertainment > Humor,Chuck Palahniuk,393327345,224.0,W. W. Norton ,English,5.5 x 0.7 x 8.3 inches,6.9 ounces,4.4,620
The Poisonwood Bible,11.01,Books > Literature & Fiction > Genre Fiction,Barbara Kingsolver,61577073,576.0,Harper Perennial Modern Classics; Reissue edition ,English,5.5 x 1.4 x 8.2 inches,1.4 pounds,4.5,621
The God of Small Things,13.72,Books > Literature & Fiction > World Literature,Arundhati Roy,812979656,333.0,Random House Trade Paperbacks; Reprint edition ,English,5.1 x 0.7 x 8 inches,8.8 ounces,4.0,622
Paperback ,14.43,Books > Politics & Social Sciences > Social Sciences,Audre Lorde,1580911862,192.0,Crossing Press; Reprint edition ,English,6 x 0.5 x 9 inches,10.6 ounces,4.7,623
My Many Colored Days Board book ,6.92,Books > Children's Books > Growing Up & Facts of Life,Dr. Seuss,067989344X,,Knopf Books for Young Readers; 2678th edition ,English,5.6 x 0.8 x 6.8 inches,8 ounces,4.7,624
The Winter of the Witch,25.2,Books > Literature & Fiction > Action & Adventure,Katherine Arden,1101885998,336.0,Del Rey ,English,,1.2 pounds,,625
Semiosis,17.1,Books > Science Fiction & Fantasy > Science Fiction,Sue Burke,076539135X,336.0,Tor Books ,English,6.4 x 1.2 x 9.6 inches,1.1 pounds,4.1,626
Wintersong,6.22,Books > Teen & Young Adult > Science Fiction & Fantasy,S. Jae-Jones,1250079217,448.0,A Thomas Dunne Book for St. Martin's Griffin ,English,5.8 x 1.5 x 8.5 inches,1.1 pounds,3.8,627
Getting Out,8.25,Books > Literature & Fiction > Action & Adventure,Ryan Westfield,1549776002,274.0,Independently published ,English,5 x 0.6 x 8 inches,13 ounces,3.7,628
Hellboy in Hell Library Edition Hardcover ,29.58,Books > Literature & Fiction > Genre Fiction,Mike Mignola,1506703631,296.0,Dark Horse Books ,English,9.3 x 1.3 x 12.3 inches,5 pounds,5.0,629
"The Great Hunt The Wheel of Time, Book 2",7.99,Books > Science Fiction & Fantasy > Fantasy,Robert Jordan,812517725,705.0,Tor Fantasy ,English,4.2 x 1.6 x 6.8 inches,11.2 ounces,4.7,630
"Berserk, Vol. 5 Paperback ",13.85,Books > Comics & Graphic Novels > Manga,Kentaro Miura,1593072511,240.0,Dark Horse Manga ,English,5.2 x 0.8 x 7.2 inches,7.8 ounces,4.8,631
Batman Vol. 1,11.76,Books > Comics & Graphic Novels > Graphic Novels,Scott Snyder,1401235425,176.0,DC Comics; New 52 ed. edition ,English,6.2 x 0.3 x 10.2 inches,11.2 ounces,4.7,632
The Armored Saint The Sacred Throne,12.32,Books > Science Fiction & Fantasy > Fantasy,Myke Cole,765395959,208.0,Tor.com ,English,5.8 x 0.8 x 8.6 inches,10.2 ounces,4.5,633
Molecules Of Emotion,10.44,Books > Medical Books > Medicine,Candace B. Pert,684846349,368.0,Simon & Schuster; 1 edition ,English,5.5 x 0.9 x 8.4 inches,11.2 ounces,4.1,634
"Foundation, Foundation and Empire, Second Foundation Hardcover ",22.49,Books > Literature & Fiction > Genre Fiction,Isaac Asimov,307593967,664.0,Everyman's Library; Reprint edition ,English,5.2 x 1.4 x 8.3 inches,1.5 pounds,4.4,635
The Road to Wigan Pier Paperback ,12.88,Books > Literature & Fiction > History & Criticism,George Orwell,156767503,256.0,Mariner Books ,English,5.3 x 0.6 x 8 inches,10.4 ounces,4.0,636
The Last Ballad,13.49,Books > Literature & Fiction > Genre Fiction,Wiley Cash,62313118,384.0,William Morrow; First Edition edition ,English,6 x 1.2 x 9 inches,1.2 pounds,4.3,637
"The Adventures of Sherlock Holmes, and Other Stories Leather Bound ",9.38,Books > Literature & Fiction > Classics,Arthur Conan Doyle,1607102110,,Canterbury Classics; Lea edition ,English,6.2 x 2.2 x 9.2 inches,3.7 pounds,4.5,638
The Third Option A Mitch Rapp Novel,6.81,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1439195129,512.0,Pocket Star; Reprint edition ,English,4.1 x 1 x 7.5 inches,12 ounces,4.6,639
Death at Nuremberg A Clandestine Operations Novel,17.1,Books > Literature & Fiction > Action & Adventure,W.E.B. Griffin,399176748,448.0,G.P. Putnam's Sons ,English,6.3 x 1.6 x 9.3 inches,1.4 pounds,4.4,640
The Concrete Blonde A Harry Bosch Novel,9.32,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Michael Connelly,1455550639,560.0,Grand Central Publishing; Reprint edition ,English,4.2 x 1.2 x 7.5 inches,9.9 ounces,4.6,641
Tangerine,17.7,Books > Literature & Fiction > Genre Fiction,Christine Mangan,62686666,320.0,Ecco ,English,6 x 1 x 9 inches,1.1 pounds,,642
If I Run If I Run Series,8.79,Books > Christian Books & Bibles > Literature & Fiction,Terri Blackstock,310332435,320.0,Zondervan ,English,5.5 x 0.8 x 8.4 inches,12.6 ounces,4.7,643
Penpal Paperback ,8.25,Books > Literature & Fiction > Genre Fiction,Dathan Auerbach,098554550X,252.0,1000Vultures; 1St Edition edition ,English,5.2 x 0.6 x 8 inches,12.5 ounces,4.3,644
The Cartel 3,11.51,Books > Literature & Fiction > United States,Ashley & JaQuavis,1601622570,224.0,Urban Books ,English,5.5 x 0.7 x 8.2 inches,7.2 ounces,4.4,645
Redemption Road,11.89,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Hart,1250132118,464.0,A Thomas Dunne Book for St. Martin's Griffin; Reprint edition ,English,5.2 x 1.2 x 8.3 inches,13.6 ounces,4.3,646
The Gone World Hardcover ,15.03,"Books > Mystery, Thriller & Suspense > Mystery",Tom Sweterlitsch,399167501,400.0,G.P. Putnam's Sons ,English,6.2 x 1.3 x 9.4 inches,1.4 pounds,4.4,647
The Fire Next Time Paperback ,12.15,Books > Literature & Fiction > Genre Fiction,James Baldwin,067974472X,128.0,Vintage; Reissue edition ,English,5.2 x 0.4 x 8 inches,4.2 ounces,4.8,648
The Shadow of the Wind,,Books > Literature & Fiction > World Literature,Carlos Ruiz Zafón,143034901,487.0,Penguin Books ,English,5.5 x 1.1 x 8.5 inches,1 pounds,4.5,649
The Brothers Karamazov Paperback ,10.5,Books > Literature & Fiction > History & Criticism,Fyodor Dostoevsky,374528373,824.0,"Farrar, Straus and Giroux; 1 edition ",English,5.5 x 1.4 x 8.2 inches,2.5 pounds,4.4,650
The Heart's Invisible Furies,12.41,Books > Literature & Fiction > Genre Fiction,John Boyne,152476079X,592.0,Hogarth; Reprint edition ,English,5.2 x 1.3 x 8 inches,14.9 ounces,4.5,651
Alias Grace,10.74,Books > Literature & Fiction > Genre Fiction,Margaret Atwood,385490445,468.0,Anchor; Reprint edition ,English,5.2 x 1.1 x 8 inches,14.4 ounces,4.3,652
The Black Book Paperback ,9.3,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455542679,448.0,Grand Central Publishing; Reprint edition ,English,5.2 x 1.1 x 8 inches,15.2 ounces,4.6,653
Lord of the Flies,13.16,Books > Literature & Fiction > Genre Fiction,William Golding,143129406,336.0,Penguin Classics; Deluxe edition ,English,5.7 x 0.9 x 8.4 inches,1.2 pounds,4.5,654
Fear and Loathing in Las Vegas,10.2,Books > Biographies & Memoirs > Arts & Literature,Hunter S. Thompson Ralph Steadman,679785892,204.0,Vintage; 2nd edition ,English,5.2 x 0.6 x 8 inches,8 ounces,4.3,655
The Story of Arthur Truluv,15.52,Books > Literature & Fiction > Genre Fiction,Elizabeth Berg,1400069904,240.0,Random House; First Edition edition ,English,5.7 x 1 x 9 inches,1 pounds,4.7,656
Lonesome Dove,13.77,Books > Literature & Fiction > Genre Fiction,Larry McMurtry,1439195269,864.0,"Simon & Schuster; Anniversary, Updated edition ",English,5.2 x 1.9 x 8 inches,1.5 pounds,4.7,657
Meddling Kids,17.25,Books > Literature & Fiction > Genre Fiction,Edgar Cantero,385541996,336.0,Doubleday ,English,6.4 x 1.2 x 9.5 inches,1.6 pounds,4.1,658
"The Saga of Tanya the Evil, Vol. 1 light novel",11.83,Books > Science Fiction & Fantasy > Fantasy,Carlo Zen,316512443,344.0,Yen On ,English,5.5 x 1 x 8.2 inches,12 ounces,4.6,659
The Great Book of Amber,15.97,Books > Science Fiction & Fantasy > Fantasy,Roger Zelazny,380809060,1264.0,Harper Voyager; First Edition edition ,English,6 x 2 x 9 inches,2.8 pounds,4.5,660
Lords of the Sith,9.28,Books > Literature & Fiction > Genre Fiction,Paul S. Kemp,034551145X,368.0,Del Rey ,English,4.2 x 0.9 x 7.5 inches,12.6 ounces,4.1,661
MADDADDAM TRILOGY BOX,21.65,Books > Literature & Fiction > Genre Fiction,Margaret Atwood,804172315,,Anchor; Reprint edition ,English,5.2 x 2.8 x 8.1 inches,2.2 pounds,4.6,662
A Memory of Light Wheel of Time,8.99,Books > Literature & Fiction > Action & Adventure,Robert Jordan Brandon Sanderson,765364883,1168.0,Tor Fantasy ,English,4 x 2 x 6.7 inches,1.2 pounds,4.6,663
The Incal Hardcover ,39.27,Books > Comics & Graphic Novels > Graphic Novels,Alejandro Jodorowsky,1594650934,316.0,Humanoids ,English,8 x 1 x 10.8 inches,2.7 pounds,4.5,664
Fort Solitude DC Comics,11.37,Books > Children's Books > Growing Up & Facts of Life,Derek Fridolfs Dustin Nguyen,545876842,176.0,Scholastic Inc. ,English,5.5 x 0.5 x 8.2 inches,8.5 ounces,4.8,665
The Girl Who Kicked the Hornet's Nest Millennium Series,8.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stieg Larsson,307742539,832.0,Vintage Crime/Black Lizard; Reprint edition ,English,4.2 x 1.4 x 7.5 inches,1 pounds,4.6,666
Savage Run A Joe Pickett Novel,8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,399575693,352.0,G.P. Putnam's Sons ,English,4.2 x 0.9 x 7.5 inches,7.2 ounces,4.5,667
Indecent Exposure A Stone Barrington Novel,7.79,Books > Literature & Fiction > Action & Adventure,Stuart Woods,735217122,336.0,G.P. Putnam's Sons; Reprint edition ,English,4.2 x 0.9 x 7.6 inches,7.2 ounces,4.0,668
The Singing Sands Paperback ,13.47,"Books > Mystery, Thriller & Suspense > Mystery",Josephine Tey,684818922,224.0,Touchstone; Reprint edition ,English,5.2 x 0.6 x 8 inches,1.6 ounces,4.3,669
Find Her Detective D. D. Warren,8.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lisa Gardner,451477162,464.0,Dutton; Reprint edition ,English,4.2 x 1 x 7.6 inches,8.8 ounces,4.5,670
Just Between Us,13.25,Books > Literature & Fiction > Women's Fiction,Rebecca Drake,1250167205,384.0,St. Martin's Griffin ,English,5.6 x 1 x 8.3 inches,11.2 ounces,4.1,671
Angels & Demons,9.84,Books > Literature & Fiction > Action & Adventure,Dan Brown,074349346X,496.0,Washington Square Press; Reprint edition ,English,5.3 x 1.1 x 8.2 inches,14.9 ounces,4.5,672
Origen En espanol,17.99,Books > Literature & Fiction > Action & Adventure,Dan Brown,525434291,496.0,Vintage Espanol ,Spanish,6.6 x 1.6 x 9.5 inches,1.8 pounds,4.1,673
The Child Paperback ,11.01,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Fiona Barton,110199049X,400.0,Berkley; Reprint edition ,English,5.5 x 1 x 8.2 inches,11.8 ounces,4.3,674
Las Vegas Girl Paperback ,9.99,"Books > Mystery, Thriller & Suspense > Mystery",Leslie Wolfe,194530216X,214.0,Italics Publishing ,English,6 x 0.5 x 9 inches,13.6 ounces,4.6,675
Light It Up A Peter Ash Novel,17.1,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Nick Petrie,399575634,400.0,G.P. Putnam's Sons ,English,6.4 x 1.2 x 9.3 inches,1.3 pounds,4.5,676
"Rainbow Six John Clark Novel, A",8.21,Books > Literature & Fiction > Action & Adventure,Tom Clancy,9.78E+12,912.0,Berkley ,English,4.2 x 1.4 x 6.9 inches,14.4 ounces,4.3,677
The Secret Life of Bees Paperback ,9.94,Books > Literature & Fiction > United States,Sue Monk Kidd,142001740,336.0,Penguin Books; 1st edition ,English,5.1 x 0.6 x 7.7 inches,12 ounces,4.6,678
The Lord of the Rings,12.49,Books > Science Fiction & Fantasy > Fantasy,J.R.R. Tolkien,618640150,1178.0,Mariner Books; 50th Anniversary ed. edition ,English,5.5 x 1.8 x 8.2 inches,2.7 pounds,4.7,679
Snow Crash Paperback ,10.87,Books > Science Fiction & Fantasy > Science Fiction,Neal Stephenson,553380958,440.0,Del Rey ,English,5.5 x 1 x 8.5 inches,10.4 ounces,4.2,680
Firefly Lane,13.12,Books > Literature & Fiction > Genre Fiction,Kristin Hannah,312537077,528.0,St. Martin's Griffin; Reprint edition ,English,5.7 x 1.4 x 8.2 inches,1 pounds,4.5,681
11/22/63,15.34,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Stephen King,1451627297,880.0,Gallery Books; Paperback Edition edition ,English,6 x 2.1 x 9 inches,2.5 pounds,4.6,682
The Merry Spinster,11.59,Books > Literature & Fiction > Short Stories & Anthologies,Mallory Ortberg,1250113423,208.0,Holt Paperbacks ,English,5.8 x 0.6 x 8.2 inches,6.6 ounces,4.2,683
Craving The Steel Brothers Saga,10.87,Books > Literature & Fiction > United States,Helen Hardt,1943893179,288.0,Waterhouse Press ,English,5.2 x 0.8 x 8 inches,11.2 ounces,4.2,684
Cat's Cradle,11.89,Books > Humor & Entertainment > Humor,Kurt Vonnegut,038533348X,304.0,Dell Publishing ,English,5.2 x 0.7 x 8 inches,6.4 ounces,4.3,685
The Last Anniversary,9.99,Books > Literature & Fiction > Women's Fiction,Liane Moriarty,60890681,400.0,Harper Perennial; 1 edition ,English,5.3 x 0.9 x 8 inches,1.2 pounds,4.0,686
The Family Business 4,12.5,Books > Literature & Fiction > United States,Carl Weber,1622867661,288.0,Urban Books ,English,6.2 x 1 x 9.3 inches,15.8 ounces,4.8,687
Auntie Poldi and the Sicilian Lions An Auntie Poldi Adventure,21.6,"Books > Mystery, Thriller & Suspense > Mystery",Mario Giordano,1328863573,352.0,Houghton Mifflin Harcourt ,English,5.5 x 1.1 x 8.2 inches,1 pounds,3.5,688
The Sword of Shannara Mass Market Paperback ,8.99,Books > Literature & Fiction > Action & Adventure,Terry Brooks,345314255,736.0,Del Rey; Reissue edition ,English,4.2 x 1.6 x 6.8 inches,13.6 ounces,3.9,689
The Mists of Avalon Paperback ,14.68,Books > Literature & Fiction > Genre Fiction,Marion Zimmer Bradley,345350499,876.0,Del Rey; 1st edition ,English,6.1 x 1.6 x 9.2 inches,1.8 pounds,4.6,690
Going Home,13.25,Books > Literature & Fiction > Action & Adventure,A. American,142181277,480.0,Plume; Reprint edition ,English,5.3 x 1 x 8 inches,12.6 ounces,4.4,691
"Gardens of the Moon The Malazan Book of the Fallen, Book 1",8.09,Books > Literature & Fiction > Action & Adventure,Steven Erikson,765348780,666.0,Tor Fantasy; Reprint edition ,English,4.4 x 1.1 x 6.8 inches,11.4 ounces,3.9,692
Hot and Badgered The Honey Badgers,13.03,Books > Literature & Fiction > United States,Shelly Laurenston,1496714342,432.0,Kensington ,English,5.5 x 1.1 x 8.3 inches,13.1 ounces,4.6,693
The Philosopher's Flight,17.68,Books > Science Fiction & Fantasy > Fantasy,Tom Miller,1476778159,432.0,Simon & Schuster ,English,6 x 1.2 x 9 inches,1.3 pounds,4.4,694
A God in the Shed Paperback ,13.16,Books > Literature & Fiction > Genre Fiction,J-F. Dubeau,194264535X,450.0,Inkshares ,English,5.2 x 1 x 8 inches,14.4 ounces,4.1,695
"Perelandra Space Trilogy, Book 2",8.7,Books > Christian Books & Bibles > Literature & Fiction,C.S. Lewis,074323491X,192.0,Scribner; Reprint edition ,English,5.2 x 0.4 x 8 inches,8.8 ounces,4.5,696
Battlefront II,17.25,Books > Science Fiction & Fantasy > Science Fiction,Christie Golden,1524796808,336.0,Del Rey ,English,6.6 x 1.1 x 9.6 inches,1.2 pounds,4.2,697
The Walt Longmire Mystery Series Boxed Set Volumes 1-4 Walt Longmire Mysteries,47.5,"Books > Mystery, Thriller & Suspense > Mystery",Craig Johnson,147508770,1392.0,Penguin Books; Box edition ,English,5.2 x 2.6 x 8 inches,2.2 pounds,4.7,698
Testimony Kindle County,10.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Scott Turow,1455553530,496.0,Grand Central Publishing; Reprint edition ,English,5.2 x 1.4 x 8 inches,13.4 ounces,3.5,699
Golden Prey A Prey Novel,17.77,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",John Sandford,399184570,400.0,G.P. Putnam's Sons; 1st Edition edition ,English,6.4 x 1.5 x 9.4 inches,1.4 pounds,4.7,700
The Innocent Will Robie Series,10.32,Books > Literature & Fiction > Action & Adventure,David Baldacci,1455519006,448.0,Grand Central Publishing; Reprint edition ,English,5.2 x 1.2 x 8 inches,12.8 ounces,4.5,701
Tom Clancy Line of Sight A Jack Ryan Jr. Novel,26.1,Books > Literature & Fiction > Genre Fiction,Mike Maden,735215928,496.0,G.P. Putnam's Sons ,English,6 x 1.2 x 9 inches,1.2 pounds,,702
A Test of Wills,8.98,"Books > Mystery, Thriller & Suspense > Mystery",Charles Todd,62091611,320.0,William Morrow Paperbacks; Reprint edition ,English,5.3 x 0.7 x 8 inches,8.5 ounces,4.3,703
The Château,19.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Paul Goldberg,1250116090,384.0,Picador; 1st Edition edition ,English,5.8 x 1.3 x 8.6 inches,1.1 pounds,2.6,704
The Likeness Paperback ,13.89,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Tana French,143115626,466.0,Penguin Books; Reprint edition ,English,5.5 x 1 x 8.8 inches,10.4 ounces,4.2,705
Star Wars®,33.24,Books > Humor & Entertainment > Movies,Daniel Wallace,1452126410,304.0,Chronicle Books; Deluxe edition ,English,6.4 x 2 x 9 inches,2.1 pounds,4.8,706
Slouching Towards Bethlehem,10.2,Books > Literature & Fiction > Essays & Correspondence,Joan Didion,374531382,256.0,"Farrar, Straus and Giroux; Reissue edition ",English,5.6 x 0.7 x 8.3 inches,8 ounces,4.3,707
Flowers for Algernon Paperback ,8.6,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Daniel Keyes,156030306,336.0,Mariner Books; 1 edition ,English,5.3 x 0.8 x 8 inches,12 ounces,4.6,708
Red Clocks,19.99,Books > Literature & Fiction > Genre Fiction,Leni Zumas,316434817,368.0,"Little, Brown and Company; 1st edition ",English,5.9 x 1.2 x 8.6 inches,1 pounds,4.0,709
Metro 2033,15.28,Books > Science Fiction & Fantasy > Science Fiction,Dmitry Glukhovsky,1481845705,460.0,CreateSpace Independent Publishing Platform ,English,6 x 1.2 x 9 inches,1.7 pounds,4.5,710
In His Father's Footsteps,26.09,Books > Literature & Fiction > Genre Fiction,Danielle Steel,399179267,336.0,Delacorte Press ,English,6.1 x 0.8 x 9.2 inches,1.3 pounds,,711
