Name,Sale Price,Category,Author,ISBN10,Pages,Publisher,Language,Dimensions,Weight,Rating,id
The Gray Ghost A Sam and Remi Fargo Adventure,18.9,Books > Literature & Fiction > Action & Adventure,Clive Cussler,735218730,400.0,G.P. Putnam's Sons ,English,6 x 1.2 x 9 inches,1.4 pounds,,712
Saga Book One Hardcover ,32.71,Books > Comics & Graphic Novels > Graphic Novels,Brian K Vaughan,1632150786,504.0,Image Comics; Deluxe Edition edition ,English,7.2 x 1 x 11 inches,3.5 pounds,4.7,713
Midnight in the Garden of Good and Evil,11.16,Books > History > Americas,John Berendt,679751521,400.0,Vintage Books; Reprint edition ,English,5.2 x 0.9 x 8 inches,10.4 ounces,4.4,714
After You,11.06,Books > Literature & Fiction > Women's Fiction,Jojo Moyes,143108867,400.0,Penguin Books; Reprint edition ,English,5.4 x 0.7 x 8.4 inches,14.4 ounces,4.2,715
The Final Day,6.47,Books > Literature & Fiction > Action & Adventure,William R. Forstchen,076537675X,480.0,Forge Books; Reprint edition ,English,4.2 x 1.1 x 6.7 inches,10.6 ounces,4.7,716
Supernatural,9.85,Books > Literature & Fiction > Genre Fiction,David Reed,62103377,272.0,It Books; Original edition ,English,5 x 0.7 x 8 inches,9.1 ounces,4.7,717
The Sandman Omnibus Vol. 2 Hardcover ,92.16,Books > Comics & Graphic Novels > Graphic Novels,Neil Gaiman,1401243142,1040.0,Vertigo; 1st Edition edition ,English,7.6 x 2.4 x 11.3 inches,6.9 pounds,4.9,718
"Is It Wrong to Try to Pick Up Girls in a Dungeon?, Vol. 11 light novel",12.6,Books > Science Fiction & Fantasy > Fantasy,Fujino Omori,031644247X,320.0,Yen On ,English,5 x 7 inches,1.1 pounds,4.5,719
Primordia,12.2,Books > Science Fiction & Fantasy > Science Fiction,Greig Beck,1925711471,246.0,Severed Press ,English,6 x 0.6 x 9 inches,15.4 ounces,4.1,720
"The Belgariad, Vol. 1 Books 1-3",13.61,Books > Literature & Fiction > Action & Adventure,David Eddings,345456327,656.0,Del Rey ,English,6.1 x 1.2 x 9.2 inches,1.5 pounds,4.6,721
Anthem Paperback ,5.89,Books > Literature & Fiction > Genre Fiction,Ayn Rand,1503250709,83.0,CreateSpace Independent Publishing Platform ,English,6 x 0.1 x 9 inches,4.3 ounces,4.4,722
The Atlas of Middle-Earth Revised Edition,18.71,Books > Literature & Fiction > History & Criticism,Karen Wynn Fonstad,618126996,224.0,Houghton Mifflin; Revised ed. edition ,English,8 x 0.6 x 11 inches,1.2 pounds,4.6,723
The First Law Trilogy Paperback ,27.19,Books > Literature & Fiction > Genre Fiction,Joe Abercrombie,316361194,1680.0,Orbit ,English,6 x 4.8 x 9.2 inches,4.3 pounds,4.6,724
Lovecraft Country,9.21,Books > Literature & Fiction > United States,Matt Ruff,62292072,400.0,Harper Perennial; Reprint edition ,English,5.3 x 0.9 x 8 inches,9.6 ounces,4.4,725
Priest,7.62,Books > Science Fiction & Fantasy > Fantasy,Matthew Colville,615512151,522.0,Panic Volcanic ,English,5 x 1.3 x 8 inches,1.1 pounds,4.7,726
The Hobbit,14.84,Books > Children's Books > Science Fiction & Fantasy,J. R. R. Tolkien,345445600,133.0,Ballantine Books ,English,6.6 x 0.4 x 10.1 inches,13.8 ounces,4.7,727
Hold Back the Dark A Bishop/SCU Novel,17.7,"Books > Mystery, Thriller & Suspense > Mystery",Kay Hooper,425280950,304.0,Berkley ,English,6.3 x 1.1 x 9.3 inches,1.2 pounds,,728
Memento Mori,17.7,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Ruth Downie,1620409615,432.0,Bloomsbury USA ,English,6.5 x 1.4 x 9.4 inches,1.6 pounds,5.0,729
I Let You Go Paperback ,7.48,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Clare Mackintosh,451490525,480.0,Berkley; Reprint edition ,English,4.2 x 1 x 7.5 inches,9 ounces,4.3,730
One Perfect Lie Paperback ,11.89,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lisa Scottoline,1250099579,384.0,St. Martin's Griffin; Reprint edition ,English,5.6 x 1 x 8.3 inches,11.4 ounces,4.2,731
Why Kill the Innocent Sebastian St. Cyr Mystery,17.1,Books > Literature & Fiction > Genre Fiction,C. S. Harris,399585621,352.0,Berkley ,English,6.2 x 1.1 x 9.2 inches,1.3 pounds,,732
The Lost Order,5.89,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Steve Berry,1250058465,656.0,Minotaur Books ,English,4.1 x 1.4 x 7.5 inches,12 ounces,4.4,733
Personal,8.2,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Lee Child,804178755,544.0,Dell; Reissue edition ,English,4.3 x 1.3 x 7.5 inches,10.4 ounces,3.9,734
Two Girls Down,15.54,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Louisa Luna,385542496,320.0,Doubleday ,English,6.4 x 1.1 x 9.5 inches,1.2 pounds,4.4,735
A Dangerous Game New York Confidential,14.98,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Heather Graham,778331202,336.0,MIRA ,English,6.3 x 1.2 x 9.2 inches,1.1 pounds,4.1,736
Dragon Teeth,6.37,Books > Literature & Fiction > Action & Adventure,Michael Crichton,62473360,352.0,Harper; Reprint edition ,English,4.2 x 0.8 x 7.5 inches,6.7 ounces,4.0,737
Double Blind Kendra Michaels,26.09,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Iris Johansen,1250075998,352.0,St. Martin's Press ,English,,1.7 pounds,,738
Sisters Like Us Mischief Bay,10.19,Books > Literature & Fiction > Women's Fiction,Susan Mallery,778330907,432.0,MIRA ,English,5.3 x 1.1 x 8 inches,10.6 ounces,4.8,739
The Harbinger,10.6,Books > Christian Books & Bibles > Theology,Jonathan Cahn,9.78E+12,272.0,Frontline ,English,5.5 x 0.7 x 8.2 inches,11.2 ounces,4.6,740
Toddlers Are A**holes,8.98,Books > Humor & Entertainment > Humor,Bunmi Laditan,076118564X,176.0,Workman Publishing Company; paperback edition ,English,5 x 0.5 x 7 inches,7 ounces,4.7,741
Modern Romance Paperback ,12.66,Books > Self-Help > Relationships,Aziz Ansari Eric Klinenberg,143109251,288.0,Penguin Books; Reprint edition ,English,5.5 x 0.8 x 8.4 inches,14.4 ounces,4.4,742
The Idiot,11.0,Books > Literature & Fiction > Genre Fiction,Elif Batuman,014311106X,432.0,Penguin Books; Reprint edition ,English,5.5 x 0.9 x 8.2 inches,11.7 ounces,3.6,743
Macbeth Folger Shakespeare Library,5.01,Books > Literature & Fiction > Dramas & Plays,William Shakespeare,743477103,304.0,Simon & Schuster; 1 edition ,English,4.2 x 0.9 x 6.8 inches,13.6 ounces,4.4,744
Our Numbered Days Paperback ,11.15,Books > Literature & Fiction > Poetry,Neil Hilborn,989641562,72.0,Button Poetry ,English,5.5 x 0.2 x 8.5 inches,4.2 ounces,4.8,745
Words of Radiance,8.99,Books > Literature & Fiction > Action & Adventure,Brandon Sanderson,765365286,1328.0,Tor Fantasy ,English,4.2 x 2.1 x 6.8 inches,1.3 pounds,4.8,746
The Bear and the Nightingale,11.0,Books > Literature & Fiction > Action & Adventure,Katherine Arden,1101885955,368.0,Del Rey; Reprint edition ,English,5.5 x 0.8 x 8.2 inches,9.6 ounces,4.5,747
Sleeping Giants The Themis Files,10.87,Books > Literature & Fiction > Action & Adventure,Sylvain Neuvel,1101886714,336.0,Del Rey; Reprint edition ,English,5.5 x 0.7 x 8.2 inches,9.1 ounces,3.9,748
Star Wars,9.68,Books > Literature & Fiction > Genre Fiction,James Luceno,553392905,352.0,Del Rey; Reissue edition ,English,4.2 x 0.8 x 7.5 inches,6.4 ounces,4.2,749
Baptism of Fire The Witcher,13.71,Books > Literature & Fiction > Genre Fiction,Andrzej Sapkowski David French,316219185,400.0,Orbit ,English,5.5 x 1 x 8.2 inches,13.6 ounces,4.6,750
All the Birds in the Sky Paperback ,9.2,Books > Science Fiction & Fantasy > Fantasy,Charlie Jane Anders,765379953,320.0,Tor Books; Reprint edition ,English,5.5 x 0.9 x 8.2 inches,9.6 ounces,3.9,751
Sword Art Online 1,10.47,Books > Comics & Graphic Novels > Manga,Reki Kawahara,316371246,256.0,Yen On ,English,5.5 x 0.8 x 8.4 inches,7.2 ounces,4.6,752
Gnomon,15.8,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Nick Harkaway,1524732087,688.0,Knopf ,English,6.7 x 1.6 x 9.6 inches,2.2 pounds,3.8,753
Phasma Star Wars,17.69,Books > Science Fiction & Fantasy > Science Fiction,Delilah S. Dawson,152479631X,400.0,Del Rey ,English,6.3 x 1.4 x 9.5 inches,1.6 pounds,3.9,754
The Lost Artifact Paperback ,14.3,Books > Science Fiction & Fantasy > Science Fiction,Vaughn Heppner,1985736454,516.0,CreateSpace Independent Publishing Platform ,English,6 x 1.2 x 9 inches,1.9 pounds,4.7,755
The Abhorsen Trilogy Box Set Old Kingdom,14.84,Books > Teen & Young Adult > Literature & Fiction,Garth Nix,60734191,,HarperTeen; Slp edition ,English,4.2 x 4.2 x 6.8 inches,2 pounds,4.6,756
Before I Go to Sleep,9.27,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",S. J. Watson,9.78E+12,368.0,Harper Paperbacks; Reprint edition ,English,5.3 x 0.8 x 8 inches,9.6 ounces,4.1,757
Tricky Twenty-Two,8.09,Books > Literature & Fiction > United States,Janet Evanovich,345542975,352.0,Bantam; Reprint edition ,English,4.2 x 0.9 x 6.9 inches,6.4 ounces,4.5,758
Kill Shot,8.74,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1416595228,436.0,Pocket Books ,English,4.1 x 1 x 7.5 inches,4 ounces,4.5,759
Kill Creek Paperback ,12.51,Books > Literature & Fiction > Genre Fiction,Scott Thomas,1942645821,432.0,Inkshares ,English,6 x 1.2 x 8.2 inches,14.1 ounces,4.2,760
La Cabaña,10.64,Books > Christian Books & Bibles > Literature & Fiction,William P. Young,1935170007,288.0,Windblown Media; 1ra.EDICION edition ,Spanish,5.2 x 0.8 x 8 inches,8.8 ounces,4.6,761
Along Came A Spider Mass Market Paperback ,6.48,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,446364193,528.0,Grand Central Publishing ,English,4.2 x 1.1 x 6.8 inches,6.4 ounces,4.5,762
Winterkill A Joe Pickett Novel,8.98,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,399575707,432.0,G.P. Putnam's Sons; Reprint edition ,English,4.2 x 0.9 x 7.5 inches,8 ounces,4.6,763
The Stars Are Fire,14.53,Books > Literature & Fiction > Genre Fiction,Anita Shreve,385350902,256.0,Knopf; 1st edition ,English,6.6 x 1.1 x 9.5 inches,1.1 pounds,4.2,764
The Last Mile Memory Man series,8.49,Books > Literature & Fiction > Action & Adventure,David Baldacci,1455586447,560.0,Vision; Reprint edition ,English,4.2 x 1.1 x 7.6 inches,9.9 ounces,4.6,765
Separation of Power A Mitch Rapp Novel,8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1439135738,544.0,Pocket Star; Reprint edition ,English,4.1 x 1.2 x 7.5 inches,11.2 ounces,4.7,766
The High Tide Club,19.58,Books > Literature & Fiction > Women's Fiction,Mary Kay Andrews,1250126061,480.0,St. Martin's Press ,English,6.1 x 9.2 inches,1.7 pounds,,767
War and Peace Vintage Classics,12.97,Books > Literature & Fiction > Genre Fiction,Leo Tolstoy,1400079985,1296.0,Vintage; Reprint edition ,English,6 x 1.7 x 9.2 inches,2.4 pounds,4.3,768
The Cast,18.89,Books > Literature & Fiction > Genre Fiction,Danielle Steel,1101884037,288.0,Delacorte Press ,English,6.1 x 0.8 x 9.2 inches,1.2 pounds,,769
All We Ever Wanted,19.6,Books > Literature & Fiction > Women's Fiction,Emily Giffin,399178929,352.0,Ballantine Books ,English,6.1 x 0.9 x 9.2 inches,1.3 pounds,,770
A Tree Grows in Brooklyn Modern Classics,12.79,Books > Literature & Fiction > Genre Fiction,Betty Smith,61120073,528.0,Harper Perennial Modern Classics ,English,5.5 x 1.3 x 8.2 inches,1.1 pounds,4.7,771
The Norton Introduction to Literature Portable Twelfth Edition,,Books > Literature & Fiction > History & Criticism,Kelly J. Mays,039393893X,1472.0,W. W. Norton & Company; 12 edition ,English,5.6 x 1.4 x 8.3 inches,1.8 pounds,4.1,772
The Wanted Elvis Cole and Joe Pike,15.31,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Robert Crais,399161503,336.0,G.P. Putnam's Sons; 1st Edition edition ,English,6.4 x 1.3 x 9.3 inches,1 pounds,4.3,773
You're Not That Great,13.59,Books > Literature & Fiction > History & Criticism,Elan Gale,1478918292,192.0,Grand Central Publishing ,English,6.2 x 0.6 x 7.2 inches,12 ounces,4.0,774
A Clockwork Orange Paperback ,9.39,Books > Literature & Fiction > History & Criticism,Anthony Burgess,393312836,213.0,W. W. Norton & Company ,English,5.5 x 0.7 x 8.3 inches,5.6 ounces,4.3,775
The Marriage Lie,9.2,Books > Literature & Fiction > Genre Fiction,Kimberly Belle,778319768,352.0,MIRA ,English,5.3 x 0.8 x 8 inches,7 ounces,4.4,776
Macbeth Hogarth Shakespeare,17.7,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Jo Nesbo,553419056,464.0,Hogarth ,English,6.1 x 1.2 x 9.2 inches,1.8 pounds,4.2,777
"A Clash of Kings A Song of Ice and Fire, Book 2",9.79,Books > Literature & Fiction > Action & Adventure,George R. R. Martin,553579908,1040.0,Bantam; Reissue edition ,English,4.2 x 1.6 x 6.9 inches,1.1 pounds,4.6,778
Island Paperback ,9.98,Books > Science Fiction & Fantasy > Science Fiction,Aldous Huxley,61561797,384.0,Harper Perennial Modern Classics; 1 edition ,English,5.3 x 0.9 x 8 inches,1.1 pounds,4.3,779
"The Farthest Shore The Earthsea Cycle, Book 3",7.19,Books > Teen & Young Adult > Science Fiction & Fantasy,Ursula K. Le Guin,689845340,272.0,Saga Press; Reprint edition ,English,4.2 x 1.1 x 7 inches,4.8 ounces,4.5,780
Batman Vol. 2,10.7,Books > Comics & Graphic Novels > Graphic Novels,Scott Snyder,9351116611,208.0,DC Comics; 52nd edition ,English,6.7 x 0.4 x 10.2 inches,13.1 ounces,4.7,781
The Gown,6.98,Books > Literature & Fiction > Short Stories & Anthologies,Emilie Autumn,998990949,42.0,"Asylum Emporium, The ",English,5 x 0.1 x 8 inches,3.4 ounces,4.7,782
X-Men,10.19,Books > Comics & Graphic Novels > Graphic Novels,Chris Claremont,785157263,96.0,Marvel ,English,6.6 x 0.2 x 10.2 inches,13.6 ounces,4.6,783
The Warmaster Gaunt's Ghosts,17.7,Books > Science Fiction & Fantasy > Science Fiction,Dan Abnett,1784966150,352.0,Games Workshop ,English,6.3 x 1.4 x 9.5 inches,2.2 pounds,4.5,784
Colorless Tsukuru Tazaki and His Years of Pilgrimage Paperback ,10.87,Books > Literature & Fiction > Genre Fiction,Haruki Murakami,804170126,336.0,Vintage Books ,English,5.1 x 0.8 x 8 inches,5.6 ounces,4.2,785
Swan Song Mass Market Paperback ,6.83,Books > Literature & Fiction > Genre Fiction,Robert McCammon,1501131427,928.0,Pocket Books ,English,4.1 x 1.9 x 7.5 inches,1.2 pounds,4.6,786
Age of Swords,7.73,Books > Literature & Fiction > Action & Adventure,Michael J. Sullivan,110196538X,528.0,Del Rey; Reissue edition ,English,4.2 x 1.2 x 7.5 inches,9.8 ounces,4.3,787
Back Blast Gray Man,8.89,Books > Literature & Fiction > Action & Adventure,Mark Greaney,425282848,752.0,Berkley ,English,4.2 x 1.6 x 7.5 inches,14.1 ounces,4.7,788
Call Me Zebra Hardcover ,16.32,Books > Literature & Fiction > Genre Fiction,Azareen Van der Vliet Oloomi,544944607,304.0,Houghton Mifflin Harcourt Trade ,English,6 x 1 x 9 inches,1.1 pounds,3.8,789
The Silent Death A Gereon Rath Mystery,13.84,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Volker Kutscher,1910985643,540.0,Sandstone Press ,English,7.8 x 1.4 x 5.1 inches,15.5 ounces,3.4,790
"One for the Money Stephanie Plum, No. 1",11.53,Books > Literature & Fiction > United States,Janet Evanovich,140252924,320.0,Penguin Books Ltd; Repack edition ,English,4.4 x 0.8 x 7.1 inches,5.6 ounces,4.4,791
Buddhism,12.57,Books > Literature & Fiction > History & Criticism,Michael Williams,1537410008,208.0,CreateSpace Independent Publishing Platform ,English,6 x 0.5 x 9 inches,7 ounces,4.3,792
The Doors of Perception and Heaven and Hell Paperback ,8.87,Books > Literature & Fiction > Essays & Correspondence,Aldous Huxley,61729078,208.0,Harper Perennial Modern Classics ,English,5.3 x 0.5 x 8 inches,8 ounces,4.2,793
Now That You Mention It,10.7,Books > Literature & Fiction > Genre Fiction,Kristan Higgins,1335903356,416.0,HQN ,English,5.2 x 1 x 8 inches,10.6 ounces,4.7,794
The Night Trilogy,9.79,Books > Biographies & Memoirs > Historical,Elie Wiesel,809073641,352.0,"Hill and Wang; First PB Edition, First Printing edition ",English,5.5 x 0.9 x 8.3 inches,8.8 ounces,4.6,795
The Little Paris Bookshop,11.7,Books > Literature & Fiction > History & Criticism,Nina George,553418793,416.0,Broadway Books; Reprint edition ,English,5.2 x 0.9 x 7.9 inches,9.4 ounces,4.0,796
Shroud of Eternity,19.49,Books > Literature & Fiction > Action & Adventure,Terry Goodkind,765388243,528.0,Tor Books; First Edition edition ,English,6.5 x 1.6 x 9.5 inches,3.4 pounds,4.0,797
The Tower of Swallows The Witcher,10.87,Books > Literature & Fiction > Action & Adventure,Andrzej Sapkowski David French,316273716,464.0,Orbit ,English,5.5 x 1.2 x 8.2 inches,14.4 ounces,4.5,798
See Me Mass Market Paperback ,6.79,Books > Literature & Fiction > Genre Fiction,Nicholas Sparks,1455520608,576.0,Vision; Reprint edition ,English,4.2 x 1.2 x 6.9 inches,9.1 ounces,4.4,799
Love is a Dog From Hell Paperback ,11.98,Books > Literature & Fiction > Poetry,Charles Bukowski,876853629,312.0,Ecco; Ecco edition ,English,5.9 x 0.8 x 8.9 inches,11.2 ounces,4.4,800
Nineteen Minutes Paperback ,10.77,Books > Literature & Fiction > Genre Fiction,Jodi Picoult,743496736,455.0,Washington Square Press; 1ST edition ,English,5.3 x 1.2 x 8.2 inches,13.6 ounces,4.5,801
My Not So Perfect Life,11.17,Books > Literature & Fiction > Women's Fiction,Sophie Kinsella,812987713,464.0,Dial Press Trade Paperback; Reprint edition ,English,5.1 x 0.9 x 8 inches,12 ounces,4.4,802
Warbreaker Mass Market Paperback ,8.99,Books > Science Fiction & Fantasy > Fantasy,Brandon Sanderson,765360039,688.0,Tor Fantasy; Reissue edition ,English,4.3 x 1.1 x 6.9 inches,11.2 ounces,4.5,803
Fablehaven Paperback ,7.85,Books > Teen & Young Adult > Literature & Fiction,Brandon Mull,1416947205,384.0,Aladdin; Reprint edition ,English,5.1 x 1 x 7.6 inches,8 ounces,4.7,804
"20,000 Leagues Under the Sea Wordsworth Classics",3.58,Books > Literature & Fiction > Classics,Jules Verne,1853260312,256.0,Wordsworth Editions Ltd ,English,5.2 x 0.5 x 8 inches,4 ounces,4.2,805
1637,16.51,Books > Science Fiction & Fantasy > Science Fiction,Gorg Huff,148148303X,368.0,Baen; First Edition edition ,English,6.1 x 1.3 x 9.2 inches,1.2 pounds,4.5,806
Vengeful Villains,21.9,Books > Science Fiction & Fantasy > Fantasy,V. E. Schwab,765387522,400.0,Tor Books ,English,5.4 x 8.2 inches,1.7 pounds,,807
The Blood Mirror Lightbringer,11.55,Books > Literature & Fiction > Action & Adventure,Brent Weeks,316251321,736.0,Orbit; Reprint edition ,English,5.6 x 2 x 8.4 inches,1.3 pounds,4.3,808
Doctor Who,10.99,Books > Humor & Entertainment > Television,Steve Tribe,006266686X,160.0,Harper Design ,English,6 x 0.6 x 8.2 inches,1 pounds,4.6,809
Sekret Machines Book 1,13.55,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Tom DeLonge AJ Hartley,1943272298,704.0,To the Stars; Reprint edition ,English,5.5 x 1.7 x 8.2 inches,1.8 pounds,4.4,810
The Trouble with Twelfth Grave,8.99,"Books > Mystery, Thriller & Suspense > Mystery",Darynda Jones,1250147565,304.0,St. Martin's Paperbacks ,English,4.4 x 0.8 x 6.9 inches,5.1 ounces,4.7,811
"The Sandman, Vol. 3",13.59,Books > Comics & Graphic Novels > Graphic Novels,Neil Gaiman,1401229352,160.0,Vertigo ,English,6.6 x 0.3 x 10.2 inches,9.6 ounces,4.5,812
The Quantum Spy,14.11,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",David Ignatius,393254151,336.0,W. W. Norton & Company; 1 edition ,English,6.5 x 1.1 x 9.6 inches,1.6 pounds,4.1,813
15th Affair Women's Murder Club,8.49,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",James Patterson,1455585289,400.0,Grand Central Publishing ,English,4.2 x 1 x 7.5 inches,7.8 ounces,4.5,814
Overkill,25.19,Books > Literature & Fiction > Action & Adventure,Ted Bell,62684515,496.0,William Morrow ,English,6 x 1.5 x 9 inches,1.4 pounds,,815
Act of Treason A Mitch Rapp Novel,8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",Vince Flynn,1416542264,512.0,Pocket Books; Reprint edition ,English,4.1 x 1.1 x 7.5 inches,8.8 ounces,4.7,816
Lethal Licorice An Amish Candy Shop Mystery,6.47,"Books > Mystery, Thriller & Suspense > Mystery",Amanda Flower,1496706412,352.0,Kensington ,English,4.2 x 0.9 x 6.8 inches,5.6 ounces,4.8,817
Trophy Hunt A Joe Pickett Novel,8.99,"Books > Mystery, Thriller & Suspense > Thrillers & Suspense",C. J. Box,399575715,416.0,G.P. Putnam's Sons; Premium edition ,English,4.3 x 0.8 x 7.5 inches,3.2 ounces,4.5,818
